id	text
ParlaMint-UA_2012-01-10-m1.u1.p1.sent1	Шановні колеги, прошу підготуватися до реєстрації.
ParlaMint-UA_2012-01-10-m1.u1.p2.sent1	Увімкніть, будь ласка, систему "Рада".
ParlaMint-UA_2012-01-10-m1.u1.p2.sent2	Реєструємося.
ParlaMint-UA_2012-01-10-m1.u1.p3.sent1	У сесійній залі зареєстровано 383 народних депутати.
ParlaMint-UA_2012-01-10-m1.u1.p3.sent2	Вечірнє засідання Верховної Ради оголошую відкритим.
ParlaMint-UA_2012-01-10-m1.u1.p4.sent1	Розглядаємо питання, пов’язані із.
ParlaMint-UA_2012-01-10-m1.u1.p5.sent1	Дві фракції просять перерви.
ParlaMint-UA_2012-01-10-m1.u1.p5.sent2	Оголошується перерва до 16-ї години 30 хвилин.
ParlaMint-UA_2012-01-10-m1.u2.p1.sent1	Шановні колеги, прошу займати місця.
ParlaMint-UA_2012-01-10-m1.u2.p1.sent2	Будемо продовжувати роботу.
ParlaMint-UA_2012-01-10-m1.u2.p2.sent1	Під час перерви, яка була оголошена на вимогу двох фракцій, відбулося засідання Погоджувальної ради.
ParlaMint-UA_2012-01-10-m1.u2.p2.sent2	Я спочатку попрошу, щоб ініціатори перерви виступили із повідомленням, заявою, із приводу чого вони вимагали перерви.
ParlaMint-UA_2012-01-10-m1.u2.p2.sent3	Хто буде виступати?
ParlaMint-UA_2012-01-10-m1.u2.p2.sent4	Сергій Соболєв, будь ласка.
ParlaMint-UA_2012-01-10-m1.u3.p1.sent1	Заява фракції "БЮТ – "Батьківщина".
ParlaMint-UA_2012-01-10-m1.u3.p1.sent2	У п’ятницю, 6 січня, приблизно о 22.30 Юлія Тимошенко раптово втратила свідомість відразу після прийому ліків, які їй надали працівники колонії у зв’язку із захворюванням на ГРВІ.
ParlaMint-UA_2012-01-10-m1.u3.p1.sent3	Співкамерниця Юлії Тимошенко почала грюкати у двері, намагаючись викликати допомогу.
ParlaMint-UA_2012-01-10-m1.u3.p2.sent1	Незважаючи на постійний відеонагляд в камері, який, за словами пенітенціарної служби, встановлений для безпеки ув’язнених, лише через 20 хвилин двері камери відчинилися – і до неї прибули тюремні медики, які почали реанімаційні заходи, для того щоб повернути Юлію Тимошенко до життя.
ParlaMint-UA_2012-01-10-m1.u3.p2.sent2	Остаточно вивести лідера партії "Батьківщина" з критичного стану лікарям вдалося тільки після півночі.
ParlaMint-UA_2012-01-10-m1.u3.p2.sent3	Протягом більш ніж двох годин тиск у Юлії Тимошенко був катастрофічно низький і складав 60 на 40.
ParlaMint-UA_2012-01-10-m1.u3.p3.sent1	О другій годині ночі на 7 січня було терміново скликаний консиліум, який призначив проведення клінічного обстеження.
ParlaMint-UA_2012-01-10-m1.u3.p3.sent2	Саме тому наступного дня Юлію Тимошенко було терміново вивезено до харківської лікарні, де було зроблено інструментальні дослідження – рентген, МРТ, КТ та взято аналіз крові.
ParlaMint-UA_2012-01-10-m1.u3.p3.sent3	Офіційної відповіді про причини втрати свідомості комісія МОЗ так і не надала, приховавши цей факт та традиційно дезінформувавши громадськість про "задовільний" нібито, в лапках, стан здоров’я Юлії Тимошенко.
ParlaMint-UA_2012-01-10-m1.u3.p4.sent1	У зв’язку з цим лідер партії "Батьківщина" Юлія Тимошенко подала заяву на ім’я Качанівської колонії з проханням більше не допускати до неї лікарів, надісланих Міністерством охорони здоров’я.
ParlaMint-UA_2012-01-10-m1.u3.p4.sent2	Мотивація Юлії Володимирівни очевидна: ті люди, яких надсилає МОЗ, є гестапівськими лікарями.
ParlaMint-UA_2012-01-10-m1.u3.p4.sent3	Вони приходять ні щоб лікувати, а щоб виконувати черговий цинічний наказ влади і відрапортувати про стабільний стан здоров’я Юлії Тимошенко, яку Президент Янукович намагається вбити за колючим дротом.
ParlaMint-UA_2012-01-10-m1.u3.p5.sent1	Ми, фракція "БЮТ – "Батьківщина", вважаємо, що інцидент із втратою свідомості після прийому ліків є спробою фізичного знищення лідера опозиції за прямою вказівкою Президента Віктора Януковича.
ParlaMint-UA_2012-01-10-m1.u3.p5.sent2	Для цього грубо і цинічно використовуються тюремники та медичний персонал, які замість об’єктивного встановлення діагнозу, лікування та чесного інформування про те, що відбувається за стінами в’язниці, за наказом з гори розповідають нісенітниці та побрехеньки, приховуючи, що життя лідера опозиції у реальній небезпеці.
ParlaMint-UA_2012-01-10-m1.u3.p6.sent1	Фракція вимагає на завтра негайно викликати до Верховної Ради України керівника пенітенціарної служби для надання пояснень про події, що відбулися у Качанівській колонії в ніч з 6 на 7 січня.
ParlaMint-UA_2012-01-10-m1.u3.p6.sent2	Крім того, ми вимагаємо, щоб до Юлії Володимирівни Тимошенко були негайно допущені незалежні міжнародні медичні фахівці, які б реально оцінили стан здоров’я Юлії Тимошенко, визначили причини різкого погіршення стану її здоров’я, встановили діагноз і провели адекватне лікування.
ParlaMint-UA_2012-01-10-m1.u3.p7.sent1	"БЮТ – "Батьківщина" вимагає негайно звільнити Юлію Тимошенко та припинити політичні репресії в Україні.
ParlaMint-UA_2012-01-10-m1.u3.p7.sent2	Україні волю!
ParlaMint-UA_2012-01-10-m1.u3.p7.sent3	Юлі волю!
ParlaMint-UA_2012-01-10-m1.u4.p1.sent1	Шановні народні депутати, під час засідання Погоджувальної ради були обговорені пропозиції, про які щойно говорив Сергій Соболєв, і ми таким консенсусом прийняли погоджене рішення.
ParlaMint-UA_2012-01-10-m1.u4.p1.sent2	Оскільки проблема стосується теми здоров’я політика, людини, жінки, Юлії Володимирівни Тимошенко, то завтра о 9.30 провести засідання Погоджувальної ради за участі керівників фракції депутатських груп і на це засідання запросити керівництво пенітенціарної системи, а також представника Міністерства охорони здоров’я, кого – Міністерство охорони здоров’я визначить – чи то міністра, чи то перший заступник охорони здоров’я, ті, які безпосередньо займалися темою здоров’я Юлії Тимошенко, для того, щоб вони поінформували керівників депутатських фракцій і груп про цю тему і внесли відповідну ясність.
ParlaMint-UA_2012-01-10-m1.u4.p1.sent3	А далі вже будемо дивитися за наслідками розгляду цього питання на засіданні Погоджувальної ради.
ParlaMint-UA_2012-01-10-m1.u4.p2.sent1	Тому я вважаю, що це правильний підхід до розгляду проблеми, постановки проблеми, про яку щойно говорив представник фракції БЮТ Сергій Соболєв.
ParlaMint-UA_2012-01-10-m1.u4.p2.sent2	Немає заперечень?
ParlaMint-UA_2012-01-10-m1.u4.p2.sent3	Немає.
ParlaMint-UA_2012-01-10-m1.u4.p3.sent1	Тому зараз оголошується до розгляду проект закону про внесення змін до деяких законодавчих актів України щодо впровадження діяльності на фондовому ринку .
ParlaMint-UA_2012-01-10-m1.u4.p3.sent2	Доповідачі – голова Національної комісії з цінних паперів та фондового ринку Тевелєв Дмитро Михайлович, доповідач – голова підкомітету Комітет з питань фінансів, банківської діяльності, податкової та митної політики Прасолов Ігорь Іванович.
ParlaMint-UA_2012-01-10-m1.u4.p4.sent1	Процедура була від доповідачем і співдоповідачів роглядати питання за скороченою процедурою.
ParlaMint-UA_2012-01-10-m1.u4.p4.sent2	Я ставлю на голосування цю пропозицію.
ParlaMint-UA_2012-01-10-m1.u4.p4.sent3	Прошу голосувати.
ParlaMint-UA_2012-01-10-m1.u4.p5.sent1	За-232
ParlaMint-UA_2012-01-10-m1.u4.p6.sent1	Рішення прийнято.
ParlaMint-UA_2012-01-10-m1.u4.p7.sent1	Дмитро Михайловичу, прошу під законопроектом стисло.
ParlaMint-UA_2012-01-10-m1.u5.p1.sent1	Шановний Володимире Михайловичу, шановні народні депутати!
ParlaMint-UA_2012-01-10-m1.u5.p1.sent2	На ваш розгляд пропонуються проекти законів України про внесення змін до законодавчих актів України щодо емісії та обігу цінних паперів; щодо внесення змін до законів України про визначення кваліфікованих інвесторів; про внесення змін до деяких законодавчих актів України щодо впровадження діяльності на фондовому ринку та про внесення змін до деяких законів України щодо реклами на ринку цінних паперів.
ParlaMint-UA_2012-01-10-m1.u5.p2.sent1	Законопроекти розроблені Державною комісією з цінних паперів на виконання Національного плану дій на 2011 рік щодо впровадження програми економічних реформ на 2010-2014 роки.
ParlaMint-UA_2012-01-10-m1.u5.p2.sent2	Крім того, необхідність розробки зазначених законопроектів обумовлена зобов’язаннями України щодо проведення національного законодавства у відповідність до законодавства Європейського Союзу.
