id	text
ParlaMint-UA_2016-09-09-m0.u1.p1.sent1	Доброго дня, шановні колеги!
ParlaMint-UA_2016-09-09-m0.u1.p1.sent2	Прошу заходити в зал, приготуватись до реєстрації.
ParlaMint-UA_2016-09-09-m0.u1.p1.sent3	Будь ласка.
ParlaMint-UA_2016-09-09-m0.u1.p2.sent1	Колеги, готові реєструватись?
ParlaMint-UA_2016-09-09-m0.u1.p2.sent2	Прошу народних депутатів України зареєструватись, будь ласка.
ParlaMint-UA_2016-09-09-m0.u1.p3.sent1	Зареєстровано 325 депутатів.
ParlaMint-UA_2016-09-09-m0.u1.p3.sent2	Ранкове пленарне засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2016-09-09-m0.u1.p4.sent1	Шановні колеги!
ParlaMint-UA_2016-09-09-m0.u1.p4.sent2	Сьогодні у пленарному засіданні Верховної Ради України беруть участь члени уряду на чолі з Прем’єр-міністром України Володимиром Борисовичем Гройсманом.
ParlaMint-UA_2016-09-09-m0.u1.p4.sent3	Прошу привітати, колеги, привітаємо уряд наш.
ParlaMint-UA_2016-09-09-m0.u1.p5.sent1	Відповідно до статті 229 Регламенту України Верховної Ради в п’ятницю з 10 до 11 години проводиться "година запитань до Уряду".
ParlaMint-UA_2016-09-09-m0.u1.p6.sent1	Для відповідей на усні та письмові запитання від депутатських фракцій і груп приводиться до 30 хвилин.
ParlaMint-UA_2016-09-09-m0.u1.p6.sent2	Сьогодні, в зв’язку з початком навчального року, ми домовились, що виступ перед Верховною Радою будуть мати міністр освіти і науки Лілія Гриневич та міністр аграрної політики Тарас Вікторович Кутовий.
ParlaMint-UA_2016-09-09-m0.u1.p7.sent1	І я запрошую до трибуни, я запрошую до слова міністра освіти і науки України Лілію Михайлівну Гриневич.
ParlaMint-UA_2016-09-09-m0.u1.p7.sent2	Ви будете з місця чи від трибуни?
ParlaMint-UA_2016-09-09-m0.u1.p7.sent3	Гриневич – перша.
ParlaMint-UA_2016-09-09-m0.u1.p7.sent4	Колеги, будь ласка, прошу заходити в зал. Шановні колеги, розблокуйте прохід для Лілії Гриневич.
ParlaMint-UA_2016-09-09-m0.u1.p7.sent5	Колеги, я думаю, що зал не буде заперечувати, якщо ми дамо іншу послідовність, якщо буде перший Тарас Вікторович Кутовий.
ParlaMint-UA_2016-09-09-m0.u1.p7.sent6	Колеги, технічно була підготовлена презентація спочатку міністра аграрної політики.
ParlaMint-UA_2016-09-09-m0.u1.p8.sent1	Я думаю не буде заперечень у залі і я запрошую до слова Тараса Вікторовича Кутового, міністра аграрної політики та продовольства України.
ParlaMint-UA_2016-09-09-m0.u1.p8.sent2	Будь ласка, Тарас Вікторович.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent1	Доброго ранку.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent2	Доброго ранку, шановні колеги.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent3	Радий вас всіх бачити, шановний пане Голово, заступники, Володимир Борисович, колеги.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent4	Сьогодні хотів би зробити презентацію по результатам першої частини сезону, як то будемо говорить.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent5	Я хотів би, щоб перший слайд показали шановним колегам.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent6	Перший слайд, будь ласка, включіть.
ParlaMint-UA_2016-09-09-m0.u2.p1.sent7	Дякую.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent1	Що стосується ранніх зернових і насправді сьогодні розмова буде стосуватися більше якихось технічних питань, не питань стратегії, а реальних досягнень.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent2	І я би хотів подякувати всім нашим аграріям за те, що той сезон, який ми зараз, частину цього сезону вже пройшли, і він є досить успішним.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent3	Можна стверджувати, що результати є з приростом до попереднього року.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent4	Звичайно, треба дякувати і аграріям, але дуже велику роль в цьому році зіграла погода, погодні умови, і Господь аграріям сьогодні допоміг отримати 38 мільйонів тонн ранніх зернових і зернобобових.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent5	Лідером по урожайності в Україні була Вінницька область.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent6	Середній показник по області – 54,9 центнерів з гектара.
ParlaMint-UA_2016-09-09-m0.u2.p2.sent7	Найбільший вал зерна по раннім зерновим зібраний по Одеській області – 3,8 мільйонів тонн.
ParlaMint-UA_2016-09-09-m0.u2.p3.sent1	В цьому розрізі, якщо говорити взагалі про загальні показники по Україні, то середній показник, по Україні складає 40 центнерів, навіть трошки менше – 39,8.
ParlaMint-UA_2016-09-09-m0.u2.p4.sent1	Чому говорю і чому ця цифра важлива.
ParlaMint-UA_2016-09-09-m0.u2.p4.sent2	Що, якщо ми хоча би середній показник по Україні, а це абсолютно можливо, підтягнемо до рівня вищого показників в області сьогодні по Україні, то ми будемо мати приблизно 23-25 відсотків додаткового валу по зерновим, що в абсолютних цифрах буде складати додатково 8-9 мільйонів тонн.
ParlaMint-UA_2016-09-09-m0.u2.p4.sent3	Звичайно, вал це не є догма.
ParlaMint-UA_2016-09-09-m0.u2.p4.sent4	І дуже важливо, скільки заробляєш на цьому вал, і про це ми поговоримо сьогодні окремо, але сам показник валу, звичайно, так само великий.
ParlaMint-UA_2016-09-09-m0.u2.p4.sent5	І що важливо сказати, ви знаєте, що міністерство зосередило свою увагу перш за все на малих і середніх виробниках, але буде абсолютно справедливо сказати, що суттєву частину в цьому валі, звичайно, роблять великі підприємства.
ParlaMint-UA_2016-09-09-m0.u2.p5.sent1	Наступний слайд, будь ласка.
ParlaMint-UA_2016-09-09-m0.u2.p5.sent2	Трошки цифр по.
ParlaMint-UA_2016-09-09-m0.u2.p5.sent3	Ні, будь ласка, попередній, що стосується областей, Вінницька, Хмельницька, я просто цифри хотів зачитати, ви їх бачили.
ParlaMint-UA_2016-09-09-m0.u2.p5.sent4	Тоді, не повертайтеся.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent1	Що стосується цінових параметрів.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent2	Тут ситуація невтішна.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent3	Ви знаєте, що на ринку коммодітіз падіння відбувається.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent4	В цьому році, на жаль, ніяких позитивних додаткових тенденцій не відбулося.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent5	По минулому року, ви бачите, що по пшениці показники були по різним зонам 220, 192, 203 долара.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent6	В цьому ж році маємо 180, 181, 154.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent7	Така сама ситуація по кукурудзі – 147 доларів проти 174 попереднього року.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent8	153 проти 169 – по ячменю.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent9	І майже стабільна ситуація по сої.
ParlaMint-UA_2016-09-09-m0.u2.p6.sent10	Це важливо в контексті того, що я сказав, що важливо, скільки заробляємо.
ParlaMint-UA_2016-09-09-m0.u2.p7.sent1	Звичайно, Господь допоміг зібрати більше урожаю, але цінова позиція, на жаль, невтішна, тому ті прирости, які ми отримуємо в обсязі валу, я думаю, що в грошах ми втратимо за рахунок цінового падіння.
ParlaMint-UA_2016-09-09-m0.u2.p8.sent1	Що дуже важливо, наступний слайд, будь ласка, в контексті не тільки колег народних депутатів, а і в контексті громадян України, у нас завжди є чутливе питання гречки.
