id	text
ParlaMint-UA_2020-07-15-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати!
ParlaMint-UA_2020-07-15-m0.u1.p1.sent2	Доброго ранку, шановні представники засобів масової інформації!
ParlaMint-UA_2020-07-15-m0.u1.p1.sent3	Будь ласка, підготуйтеся до реєстрації, займіть свої місця.
ParlaMint-UA_2020-07-15-m0.u1.p2.sent1	Шановні колеги, готові реєструватися?
ParlaMint-UA_2020-07-15-m0.u1.p2.sent2	Готові.
ParlaMint-UA_2020-07-15-m0.u1.p2.sent3	Всі точно готові?
ParlaMint-UA_2020-07-15-m0.u1.p2.sent4	Як завжди, нагадувати, да?
ParlaMint-UA_2020-07-15-m0.u1.p2.sent5	Реєстрація відбувається шляхом натискання зеленої кнопки, першої зліва.
ParlaMint-UA_2020-07-15-m0.u1.p2.sent6	Ні, це порада дружня.
ParlaMint-UA_2020-07-15-m0.u1.p3.sent1	Прошу реєструватися.
ParlaMint-UA_2020-07-15-m0.u1.p4.sent1	В залі зареєстровано 241 народний депутат України.
ParlaMint-UA_2020-07-15-m0.u1.p4.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent1	Шановні колеги, сьогодні.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent2	Шановні колеги, будь ласка, хвилину тиші.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent3	Сьогодні Україна відзначає День українського миротворця.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent4	Я думаю, що нам варто подякувати всім тим, хто допомагав наводити лад та мир в багатьох гарячих точках нашого світу.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent5	На жаль, сьогодні ми також маємо таку гарячу точку - це війна на сході нашої держави.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent6	І я сподіваюся, що всіма можливими шляхами ми зможемо досягти мир, досягти перемоги і досягти того, щоб Україна знову була єдиною, непорушною і ніхто не зазіхав на наші кордони.
ParlaMint-UA_2020-07-15-m0.u1.p5.sent7	Дякую.
ParlaMint-UA_2020-07-15-m0.u1.p6.sent1	Шановні колеги, переходимо до роботи.
ParlaMint-UA_2020-07-15-m0.u1.p6.sent2	Відповідно до статті 25 Регламенту у середу ми маємо 30 хвилин для виступів народних депутатів з внесенням пропозицій, заяв та повідомлень.
ParlaMint-UA_2020-07-15-m0.u1.p6.sent3	Прошу записатися на виступи від народних депутатів України.
ParlaMint-UA_2020-07-15-m0.u1.p7.sent1	Юрчишин Ярослав Романович.
ParlaMint-UA_2020-07-15-m0.u1.p7.sent2	Соломія Анатоліївна?
ParlaMint-UA_2020-07-15-m0.u2.p1.sent1	Прошу передати Бобровській.
ParlaMint-UA_2020-07-15-m0.u3.p1.sent1	Бобровська Соломія Анатоліївна.
ParlaMint-UA_2020-07-15-m0.u3.p1.sent2	Знову без маски.
ParlaMint-UA_2020-07-15-m0.u4.p1.sent1	Доброго ранку, шановні колеги.
ParlaMint-UA_2020-07-15-m0.u4.p1.sent2	Ви знаєте, не знаю, як ви, але рекомендую вам спостерігати за тим, що відбувається сьогодні, вчора в Білорусії.
ParlaMint-UA_2020-07-15-m0.u4.p1.sent3	І за всіма масовими, спорадичними такими протестами, які набирають оберти, які є такими початками і тою ранньою весною в праві своєму виходити на вулиці і говорити, мати своє право голосу.
ParlaMint-UA_2020-07-15-m0.u4.p2.sent1	Якщо ви бачили, вчора близько 240 людей було затримано і посаджено в СІЗО. Людей, дівчат, хлопців, журналістів декількох видань було затримано.
ParlaMint-UA_2020-07-15-m0.u4.p2.sent2	Били, як і били нас, зокрема в 2013 році.
ParlaMint-UA_2020-07-15-m0.u4.p2.sent3	І мені дуже хотілося, щоб і український парламент, і українська держава в своїй політиці системній все ж таки висловила підтримку всім тим, хто вчора не побоявся і висловив своє слово незгоди і протесту з тим, що відбувається в Білорусії.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent1	Ви добре пам’ятаєте, що вже зовсім скоро, 9 серпня, відбудуться вибори президентські в Білорусії.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent2	І ви знаєте, напевно, нема нічого злого і поганого в тому, що стільки часу, а це вже 26 років, а може бути і 31, Президент є на своїй посаді.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent3	Ми бачимо позитивний приклад в Німеччині.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent4	Але є одна різниця між цими двома країнами.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent5	Вибори в Німеччині відбуваються демократично, прозоро, зрозуміло, з правом людей на мирний протест, на право обрання і бути обраним.
ParlaMint-UA_2020-07-15-m0.u4.p3.sent6	Але це точно, на жаль, не про наших сусідів.
ParlaMint-UA_2020-07-15-m0.u4.p4.sent1	Мені би дуже хотілося ще раз підтримати всіх тих, хто вчора вийшов, і сказати, що українці пам’ятають, як не один рік ви ставали і на нашу сторону, як в 2013 році ви їхали до нас в Київ на Майдан, як ви підтримували нас, як їхали попри весь шалений спротив вашої системи.
ParlaMint-UA_2020-07-15-m0.u4.p5.sent1	Ми добре розуміємо і знаємо, і бачимо, як держава поступає, Білорусь поступає по відношенню до держави Україна, а це фактично непідтримання жодної позиції на міжнародних площадках.
ParlaMint-UA_2020-07-15-m0.u4.p5.sent2	І нам дуже прикро, що ця комунікація є доволі дивною і незрозумілою, і немає підтримки з білоруської державної сторони.
ParlaMint-UA_2020-07-15-m0.u4.p5.sent3	Але, попри все мені б хотілося, щоб громадянське суспільство Білорусії, яке зароджується, яке не побоялося вчора вийти на вулиці, знало, що українська держава є на їхній стороні, і найважливіше - живе Білорусь!
ParlaMint-UA_2020-07-15-m0.u5.p1.sent1	Будь ласка, Тимошенко Юлія Володимирівна, фракція "Батьківщина".
ParlaMint-UA_2020-07-15-m0.u6.p1.sent1	Юлія Тимошенко, фракція "Батьківщина".
ParlaMint-UA_2020-07-15-m0.u6.p1.sent2	Я зараз хочу звернутися до всіх людей, які дивляться і чують канал "Рада".
ParlaMint-UA_2020-07-15-m0.u6.p1.sent3	Вчора у Верховній Раді був проголосований черговий закон, який просто чітко спрямований проти української нації, – це Закон про гральний бізнес.
ParlaMint-UA_2020-07-15-m0.u6.p1.sent4	Причому був проголосований силами фракції "Слуга народу", був проголосований практично в позачерговому режимі, за дорученням, за тиском, за вказівкою Президента України.
ParlaMint-UA_2020-07-15-m0.u6.p2.sent1	Я можу сказати абсолютно точно, що цей Закон про гральний бізнес був проведений під тиском внутрішньої і зовнішньої кримінальної мафії, які побачили, що вони можуть ще з українців "зідрати останню шкіру" і забрати останні копійки з кишень всіх верств населення, українських родин.
ParlaMint-UA_2020-07-15-m0.u6.p3.sent1	І знаєте, що дістає до самого серця?
ParlaMint-UA_2020-07-15-m0.u6.p3.sent2	В той час, коли зараз на фронті гинуть наші герої: три загинуло, сім поранено, - коли там іде війна, в цьому залі іде нахабний дерибан, дерибан всього, що ще залишилося в Україні.
ParlaMint-UA_2020-07-15-m0.u6.p3.sent3	Спочатку під час коронавірусу вночі дерибанили землю, і всі були єдині в цьому, хто представляє більшість в цьому залі, а тепер вже добралися безпосередньо до кишень українських громадян.
ParlaMint-UA_2020-07-15-m0.u6.p3.sent4	Аморальність, нахабність, лобізм, корупція – ось ознака сьогоднішньої влади.
ParlaMint-UA_2020-07-15-m0.u6.p3.sent5	І все це, на жаль, відбувається на кануні святкування 30-річчя проголошення Декларації про державний суверенітет.
ParlaMint-UA_2020-07-15-m0.u6.p4.sent1	І зараз, сьогодні в цьому залі буде розгортатися нова епопея: вони хочуть сьогодні антиконституційно Постановою Верховної Ради знищити 490 районів в Україні і замістити 133-а.
ParlaMint-UA_2020-07-15-m0.u6.p4.sent2	Ви розумієте, що це хаос і безлад найвищого рівня?
ParlaMint-UA_2020-07-15-m0.u6.p4.sent3	Це по суті згортання поселенської мережі в Україні, це реально позбавлення людей права жити.
ParlaMint-UA_2020-07-15-m0.u6.p4.sent4	Це те, що диктується ззовні, те, що порушує суверенітет України, і те, що приводить Україну, по суті, до хаосу і ліквідації.
ParlaMint-UA_2020-07-15-m0.u6.p5.sent1	І тому я хочу зараз чітко заявити, що наша команда не допустить цього хаосу, який ви хочете нав’язати країні.
ParlaMint-UA_2020-07-15-m0.u6.p5.sent2	І тому, якщо буде проголосовано антиконституційне рішення про ліквідацію районів 490 в країні, ми звернемося до Конституційного Суду і отримаємо рішення.
ParlaMint-UA_2020-07-15-m0.u6.p5.sent3	Ми не дамо вам руйнувати Україну, тимчасові, абсолютно бездарні депутати на чолі з вашим бездарним Президентом.
ParlaMint-UA_2020-07-15-m0.u7.p1.sent1	Будь ласка, Констанкевич Ірина Мирославівна, депутатська група "Партія "За майбутнє".
ParlaMint-UA_2020-07-15-m0.u8.p1.sent1	Шановний пане Голово, шановні народні депутати, я хочу задекларувати позицію депутатської групи "Партія "За майбутнє" щодо того, що зараз спостерігаються тривожні і небезпечні тенденції перегляду освітнього законодавства.
ParlaMint-UA_2020-07-15-m0.u8.p2.sent1	Хочу нагадати тим депутатам, які вперше в українському парламенті, що 2017 року було ухвалено Закон "Про освіту", який народжувався у дуже непростих умовах, але впродовж тривалого часу були означені найголовніші, базові позиції, які уможливили імплементацію вітчизняного освітнього законодавства і освітнього простору із європейською освітою.
ParlaMint-UA_2020-07-15-m0.u8.p2.sent2	І головні принципи, які були закладені в Закон "Про освіту", стосувалися того, що українська освіта має бути визнана у світі, що вона має відповідати самим сучасним запитам науки і освіти, і що це буде освіта, яка є україноцентричною.
ParlaMint-UA_2020-07-15-m0.u8.p3.sent1	Хочу нагадати молодим депутатам, що базовими для формування нового українського середовища є поняття української мови як державної мови.
ParlaMint-UA_2020-07-15-m0.u8.p3.sent2	І нагадую ще одну важливу тезу, яка мені допоможе далі розгорнути, чому українська мова як мова державної освіти має бути єдиною.
ParlaMint-UA_2020-07-15-m0.u8.p4.sent1	Президент Зеленський, коли балотувався на Президенти, наголошував, що треба зшити країну, нам демонстрували "зелену Україну", і нам показували, що не буде тих факторів, чинників, які роз’єднають наше суспільство.
ParlaMint-UA_2020-07-15-m0.u8.p4.sent2	Але ми наразі бачимо, що повернення до перегляду, ревізії освітнього законодавства – це спроба роз’єднати те, що вже існує, те, що вже визнане.
ParlaMint-UA_2020-07-15-m0.u8.p5.sent1	Тому я від групи "За майбутнє" закликаю припинити будь-які спроби спекулювати на освітньому законодавстві, на тому, що вже визначено, що українська мова має бути в українських школах, що це єдина мова державної освіти.
ParlaMint-UA_2020-07-15-m0.u8.p6.sent1	І нагадую, мова і освіта – це дві головні сфери для формування нашої державної ідентичності, це дві ключові сфери для нашої національної безпеки і суверенітету, це інтелектуальний портрет держави, народу і нації.
ParlaMint-UA_2020-07-15-m0.u8.p7.sent1	Шановне товариство, якщо ми відповідальні за майбутнє, то ми за українську мову як мову освіти.
ParlaMint-UA_2020-07-15-m0.u8.p7.sent2	І нагадую, що, як сказала колись героїня п’єси "Мина Мазайло" про одну страшну річ, про те, що якщо.
ParlaMint-UA_2020-07-15-m0.u8.p7.sent3	"краще быть изнасилованной, нежели украинизированной".
ParlaMint-UA_2020-07-15-m0.u8.p7.sent4	То тому, шановні.
ParlaMint-UA_2020-07-15-m0.u9.p1.sent1	Дякую.
ParlaMint-UA_2020-07-15-m0.u9.p2.sent1	Будь ласка, народна депутатка Зінкевич Яна Вадимівна.
ParlaMint-UA_2020-07-15-m0.u10.p1.sent1	Прошу передати слово пану Синютці.
ParlaMint-UA_2020-07-15-m0.u11.p1.sent1	Прошу, народний депутат Синютка.
ParlaMint-UA_2020-07-15-m0.u12.p1.sent1	Шановний пане Голово, шановні народні депутати України, шановний український народе!
ParlaMint-UA_2020-07-15-m0.u12.p1.sent2	Без державного статусу української мови немає української держави і немає майбутнього української нації.
ParlaMint-UA_2020-07-15-m0.u12.p1.sent3	Чому ж тоді сьогодні ми знову піднімаємо питання української мови?
ParlaMint-UA_2020-07-15-m0.u12.p1.sent4	Тому що Росія і її п’ята політична колона в Україні старається повернути нас в часи Валуєвського циркуляру і Емського указу, тоді, коли імперія чітко говорила, що української мови не було, немає і не може бути.
ParlaMint-UA_2020-07-15-m0.u12.p1.sent5	Але українська мова пройшла тисячоліття, і вона отримала нове дихання, коли під час роботи п’ятого Президента України Петра Порошенка вона освоїла нові сфери життя, вона укріпилася серед українців, і наша мова обов’язково буде жити.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent1	Усім ворогам української мови я хочу сказати: не ви, а український народ зробив свій вибір.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent2	І від Львова, який завжди був і залишається форпостом від русифікації, по обидва береги Дніпра використання української мови зростає.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent3	В Одесі минулого року 83 відсотки батьків віддали своїх діток в перший клас у школи з українською мовою навчання.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent4	На Харківщині більше 70 відсотків навчаються українською мовою.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent5	Це ще раз показує, що від Львова і до Донбасу проблеми в людей з використанням української мови немає.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent6	Так само проблемою не стало введення додаткових квот – підтримка українського книговидання і підтримка українського кінематографу.
ParlaMint-UA_2020-07-15-m0.u12.p2.sent7	Але ці рішення сьогодні підтримуються більшістю громадян, і це видно зі всіх соцопитувань.
ParlaMint-UA_2020-07-15-m0.u12.p3.sent1	Але чому ж тоді знову відбувається боротьба за українську мову?
ParlaMint-UA_2020-07-15-m0.u12.p3.sent2	Тому що Росія дальше продовжує колоніальний наступ.
ParlaMint-UA_2020-07-15-m0.u12.p3.sent3	Ті, хто колись знищували Василя Стуса, ті, хто хотіли, щоб забути петлюрівське начало Володимира Сосюри, знову хочуть нас повергнути в протистояння, знову хочуть зробити розкол перед місцевими виборами.
ParlaMint-UA_2020-07-15-m0.u12.p4.sent1	І я би хотів сьогодні звернутися особливо до "Слуг народу", до тих, які чітко заявили уже свою позицію по відношенню до української мови, і до тих, які сьогодні сумніваєтесь: не бійтеся, станьте на сторону української мови, станьте на сторону українського народу.
ParlaMint-UA_2020-07-15-m0.u12.p4.sent2	Тому що зелений колір, який змішується з червоним, стає коричневим, і ця "коричнева чума" буде полонити наші мізки.
ParlaMint-UA_2020-07-15-m0.u12.p4.sent3	Ставайте на сторону української мови, і ми разом переможемо манкуртів і яничарів, і ми разом відвоюємо українську державність і українську мову.
ParlaMint-UA_2020-07-15-m0.u12.p4.sent4	Слава Україні!
ParlaMint-UA_2020-07-15-m0.u13.p1.sent1	Будь ласка, народний депутат Рудик Сергій Ярославович, депутатська група "Партія "За майбутнє".
ParlaMint-UA_2020-07-15-m0.u13.p2.sent1	Шановні колеги, будь ласка, звільніть прохід для того, щоб люди, які приходять до трибуни, могли вільно до неї доставатися.
ParlaMint-UA_2020-07-15-m0.u14.p1.sent1	Шановні колеги, вас мало в залі, але, я знаю, вас буде багато, коли ми перейдемо до розгляду цього питання: районування.
ParlaMint-UA_2020-07-15-m0.u14.p1.sent2	В додатку до розгляду цього питання ви не знайдете величезну кількість міст, які мали би за всіма законами логіки бути центрами нових, новостворених районів.
ParlaMint-UA_2020-07-15-m0.u14.p1.sent3	Там не буде міст, які мають тисячолітню історію, які за всіма ознаками і методикою, яку пропонував Мінрегіон, мали би бути такими районними центрами, їх там немає, які пройшли децентралізацію серед перших.
ParlaMint-UA_2020-07-15-m0.u14.p1.sent4	Але, виявляється, для нинішньої влади це не аргумент.
ParlaMint-UA_2020-07-15-m0.u14.p1.sent5	Там будуть безліч інших підстав, чому вони мали би там бути, але їх там немає.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent1	Сьогодні в місті Смілі о 10 годині ранку перекривається одна з магістральних вулиць дороги державного значення.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent2	Я розумію, що це мало ймовірно, що щось змінить в думці більшості щодо існування чи не існування Смілянського району.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent3	Але це крик души людей, які вважають, що Сміла може і мала би бути центром Смілянського району.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent4	Там не буде, в цьому списку, Василькова.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent5	Там не буде відповідно і Васильківського району.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent6	Там не буде Вишгородського району.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent7	Там не буде Броварського району.
ParlaMint-UA_2020-07-15-m0.u14.p2.sent8	Там не буде Хотина.
