id	text	language
ParlaMint-UA_2009-05-22-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати, запрошені та гості Верховної Ради України!	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p1.sent2	Прошу, шановні колеги, підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p2.sent1	Увімкніть систему „Рада”.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p3.sent1	Зареєструвалися картками в сесійній залі 422 народних депутати.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p3.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p4.sent1	Шановні колеги, прошу привітати народних депутатів України, у яких сьогодні народження: Ткача Романа Володимировича і Яценюка Арсенія Петровича.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p4.sent2	І побажаємо давайте нашим колегам здоров’я і успіхів.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p5.sent1	А тепер інформація про результати роботи Верховної Ради України на пленарних засіданнях 21 травня 2009 року.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p5.sent2	Розглянуто 41 питання порядку денного.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p5.sent3	За результатами розгляду прийнято 17 законів та 18 постанов, один законопроект прийнято за основу, сім законопроектів повернуто до комітетів для доопрацювання на повторне друге читання, п’ять законопроектів та сім проектів постанов відхилено; за результатами розгляду пропозицій Президента України подолано вето Президента на один закон, один закон відхилено, вето Президента не подолано.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p6.sent1	Відповідно до статті 25 Регламенту у середу відводиться 30 хвилин для оголошення депутатських запитів.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p7.sent1	Зараз, одну хвилиночку.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u1.p7.sent2	Будь ласка, Адам Мартинюк мікрофон.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p1.sent1	Дякую, Володимир Михайлович.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p2.sent1	Шановні колеги, я думаю, абсолютно правильно, що Головуючий завжди робить інформацію за результатами роботи минулого пленарного дня.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p3.sent1	Користуючись цим, я хотів би звернути увагу наших шановних колег журналістів: або нехай вони уважно слідкують за роботою Верховної Ради, або не коментують так, як не відповідає дійсності.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p3.sent2	Ось два вчорашніх приклади.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p3.sent3	Я не буду називати засоби масової інформації, які це розповсюдили, кожен себе пізнає.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p4.sent1	Перший.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p4.sent2	Вони написали про те, що Верховна Рада не захотіла підвищити стипендії, іменні стипендії Верховної Ради на 500 гривень.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p4.sent3	Навпаки Верховна Рада не допустила зниження іменних стипендій.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p4.sent4	Бо зараз вона 1200,1600, а пропонувалося 750, 900.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p5.sent1	Ще більша, так би мовити, теза пролунала про те, що мовляв Партія регіонів і комуністи остаточно заборонили рекламу на російських телеканалах.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p5.sent2	Мова йшла про Закон про рекламу.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u2.p5.sent3	Ми цього закону не прийняли, ми його перенесли.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u3.p1.sent1	Дайте можливість завершити.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u4.p1.sent1	Тому, будь ласка, шановні колеги журналісти, будьте уважні за тим, що відбувається у сесійній залі і не дезінформуйте наших виборців.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u4.p1.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p1.sent1	Шановні колеги, дозвольте оголосити депутатські запити, що надійшли.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p2.sent1	Надійшли запити народних депутатів України.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p3.sent1	Володимира ДАНИЛЕНКА до Голови Верховної Ради України щодо нагородження футбольного клубу "Шахтар" Грамотою Верховної Ради України за вагомий внесок у популяризацію спортивного образу життя держави та підняття рейтингу України серед європейських футбольних держав.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p4.sent1	З цього приводу, шановні колеги, я одразу звертаюся, користуючись запитом, до обласної ради Донецької області з проханням внести відповідне подання, і цілком очевидно, що Верховна Рада одностайно його підтримає, а саме: щодо нагородження футбольного клубу „Шахтар”.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p5.sent1	Анатолія ГРИЦЕНКА до Прем’єр-міністра України, Голови Служби безпеки України, виконуючого обов’язки Голови Антимонопольного комітету України про неспроможність органів державної влади забезпечити контроль за діяльністю компанії "РосУкрЕнерго" у сфері постачання газу українським споживачам.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p6.sent1	Володимира ДАНИЛЕНКА до Прем’єр-міністра України про незадовільну роботу Узгоджувальної комісії на ринку молока стосовно підготовки та подання Міністерству аграрної політики України пропозицій щодо закупівельних цін на молоко.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p7.sent1	Бориса ДЕЙЧА до Прем’єр-міністра України щодо відповіді не за змістом порушеного у депутатському запиті питання про реорганізацію державного підприємства "Радгосп "Веселівський" Національного виробничо-аргарного об’єднання "Масандра" Судакського району Автономної Республіки Крим, шляхом приєднання його до державного підприємства „Морське”, систематичну невиплату заробітної плати та штучне доведення до банкрутства Міністерством аграрної політики України.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p8.sent1	Едуарда ПРУТНІКА до Першого віце-прем’єр-міністра України стосовно колективного звернення пенсіонерів та інвалідів Бахмацького району Чернігівської області щодо своєчасної компенсації за пільговий проїзд окремих категорій громадян та вжиття відповідних заходів з погашення заборгованості у розмірі 155 тисяч гривень за рахунок субвенцій з Державного бюджету місцевим бюджетам для виконання договорів укладених між приватними перевізниками та Бахмацькою райдержадміністрацією Чернігівської області.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p9.sent1	Миколи ДЕРКАЧА до Прем’єр-міністра України щодо недопущення продажу держпакету акцій відкритого акціонерного товариства „Дніпрометробуд”.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p10.sent1	Миколи РУДЧЕНКА до Прем’єр-міністра України щодо порушення вимог чинного законодавства України при звільненні працівників Відкритого акціонерного товариства "Малинська паперова фабрика - Вайдманн" у місті Малині Житомирської області.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p11.sent1	Миколи ШЕРШУНА до Прем’єр-міністра України щодо покращення виконання робочими органами виконавчої дирекції Фонду страхування від нещасних випадків статутних напрямків діяльності в частині надання реабілітації потерпілим на виробництві.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p12.sent1	Миколи ШЕРШУНА до Прем’єр-міністра України щодо необхідності врегулювання питання про визначення статусу осіб, які на момент Чорнобильської катастрофи були у дитячому віці і в подальшому захворіли на рак щитовидної залози.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p13.sent1	Юрія ЛИТВИНА до Прем’єр-міністра України стосовно Указу Президента України від 29 січня 2008 року № 62 "Про деякі заходи щодо розвитку автомобільних доріг в Україні" та розпорядження Кабінету Міністрів України від 20 серпня 2008 року № 1096-р "Про схвалення Концепції реформування системи державного управління автомобільними дорогами загального користування".	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p14.sent1	Юрія ТРЕГУБОВА до Прем’єр-міністра України, Голови Верховного Суду України, Голови Служби безпеки, Міністерства внутрішніх справ, Генерального прокурора стосовно вирішення питання щодо грубого порушення законодавства України.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p15.sent1	Василя ПЕТЬОВКИ та Оксани БІЛОЗІР до Прем’єр-міністра про вжиття невідкладних заходів щодо передачі цілісного майнового комплексу Державного підприємства "Львівський іподром" у власність громади міста Львова.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p16.sent1	Групи народних депутатів до Прем’єр-міністра України щодо створення неналежних умов для навчання і виховання учнів загальноосвітніх навчальних закладів.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p17.sent1	Групи народних депутатів до Прем’єр-міністра України щодо передбачення у 2009 році цільових видатків із державного бюджету на ліквідацію наслідків стихії.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p18.sent1	Групи народних депутатів до Прем’єр-міністра України щодо питання законності анулювання ліцензії Міністерством освіти і науки України.	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p19.sent1	Василя ГРИЦАКА до виконуючого обов’язки Міністра фінансів України стосовно розслідування діяльності державного підприємства "Український державний науково-дослідний інститут технологій товарно-грошового обігу, фінансових і фондових ринків" .	UKRAINIAN
ParlaMint-UA_2009-05-22-m0.u5.p20.sent1	Василя ПЕТЬОВКИ до Голови Служби безпеки України щодо діяльності компанії БЛЕКСТОУН ГРУП ИНТЕРНЕШЕНЕЛ в Україні.	UKRAINIAN
