id	text	language
ParlaMint-UA_2015-01-27-m0.u1.p1.sent1	Шановні народні депутати, прошу заходити в зал. Через 2-3 хвилини розпочнеться наше засідання.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u1.p1.sent2	Прошу з кулуарів заходити в зал і займати свої місця.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u1.p1.sent3	Дякую.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p1.sent1	Вельмишановні народні депутати, вітаю вас на позачерговій сесії парламенту, засіданні позачерговому парламенту.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p1.sent2	Я просив би всіх народних депутатів зайняти свої робочі місця для того, щоб ми могли розпочати позачергове засідання пленарне засідання Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p1.sent3	Будь ласка, шановні народні депутати, я прошу зайняти свої місця.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p2.sent1	Вельмишановні народні депутати, я прошу вас зайняти свої робочі місця.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p2.sent2	Сьогодні трагічна дата в історії людства, і буде доречно, коли ми розпочнемо нашу.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p2.sent3	наше засідання позачергове хвилиною мовчання.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p2.sent4	Тому я би просив всіх повернутись до зали, зайняти свої місця.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p3.sent1	Сьогодні світова спільнота сумує за пам’яттю жертв Холокосту і звільнення Освенціма як місця варварства, жорстокості вбивства минулого сторіччя.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p3.sent2	Сьогодні ми з вами вшануємо пам’ять невинно загиблих людей, які гинуть від рук злодіїв, варварів, злочинців, які обстрілюють невинних громадян – Волноваха, Маріуполь, Донецьк, – які вбивають ні в чому невинних людей, які не дивляться на кордони.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p3.sent3	Цей збитий Боїнг, який був збитий цими злодіями.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p3.sent4	Я думаю, що сьогодні немає жодної людини в світі, яка би не сумувала за тими, хто покинув цей світ.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p4.sent1	Я хотів би, щоб, розпочинаючи наше засідання, ми вшанували пам’ять невинно загиблих.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p4.sent2	І сьогодні сказати кожному, що маємо робити висновки з історії, а не повторювати історію, яка несе людські жертви.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p4.sent3	А серед загиблих, як і в минулому сторіччі, так і зараз є і діти.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p4.sent4	Це сум для кожного з нас, для всього цивілізованого світу.	UKRAINIAN
ParlaMint-UA_2015-01-27-m0.u2.p4.sent5	Тому я прошу всіх вшанувати хвилиною мовчання всіх невинно загиблих.	UKRAINIAN
