id	text	language
ParlaMint-UA_2015-12-23-m0.u1.p1.sent1	Доброго дня, шановні колеги!	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p1.sent2	Прошу заходити в зал, займати робочі місця.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p2.sent1	Шановні друзі!	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p2.sent2	Нам сьогодні традиційно члени скаутської організації "Пласт", пластуни, принесли в зал Віфлеємський вогонь.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p2.sent3	Я сподіваюся, його світло і тепло дасть нам в залі більше сил для прийняття важливих і державницьких рішень.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p2.sent4	Давайте привітаємо пластунів.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u1.p3.sent1	Включіть, будь ласка, мікрофон на трибуні.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p1.sent1	Доброго дня, шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p1.sent2	Мене звати Андрій Лузан.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p1.sent3	Я сьогодні із моїми друзями-пластунами прийшов сюди з Вифлеємським вогнем миру.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p1.sent4	Це вже не в перший раз ми передаємо Вифлеємський вогонь миру народним депутатам.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p2.sent1	Історія вогню така, що кожного року напередодні Різдва цей вогник символічний на місці народження Ісуса Христа у Вифлеємі і потім такою світовою скаутською ініціативою передається з рук в руки, ширячись по всьому світу.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p2.sent2	Ми уже як українські скаути-пластуни більше 20 років підтримуємо цю традицію і сьогодні хочемо цей вогонь передати вам для того, щоби символ миру, символ добра і світла з Вифлеєму допомагав вам у вашій важливій діяльності, надихав лише на хороші і правильні рішення для нашої країни, допомагав нам всім у цей непростий час.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u2.p3.sent1	Дякуємо.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p1.sent1	Дякую вам, хлопці і дівчата пластуни.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p1.sent2	Я свого часу мав честь бути одним із засновником "Пласту".	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p1.sent3	І бажаю вам і успіху, і більше добра, більше виховати великих і сильних патріотів України.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p1.sent4	І за пластівським звичаєм: "СКОБ!" Дякуємо хлопці.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p2.sent1	Шановні колеги!	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p2.sent2	Кожен з депутатів зможе взяти Вифлеємський вогонь і принести до себе в домівку.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p2.sent3	У нас така традиція, що ми передаємо Вифлеємський вогонь від родини до родини.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p2.sent4	І кожен з вас зможе запалити свою свічку і взяти до себе до домівки, до своїх дітей, до своєї родини Вифлеємський вогонь, він цілей день буде тут з нами.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p2.sent5	І в перерві чи по завершенню ви зможете запалити свою свічку, і занести свій вогник до себе в домівку.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p3.sent1	Шановні колеги, прошу займати свої робочі місця.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p4.sent1	Прошу підготуватись до реєстрації.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p4.sent2	Прошу заходити займати робочі місця.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p4.sent3	Прошу приготуватись до реєстрації.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p5.sent1	І, шановні колеги депутати, прошу провести реєстрацію і зареєструватись.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p6.sent1	Будь ласка, включіть систему реєстрації.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p7.sent1	Зареєструвалося 333 депутати, і ранкове пленарне засідання Верховної Ради України я оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p8.sent1	Згідно Регламенту в середу ми маємо 30 хвилин для виступів народних депутатів з внесенням пропозицій, заяв, повідомлень.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p8.sent2	І я прошу усіх приготуватись до запису, щоб потім не було скарг, що не встиг.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p8.sent3	Приготувались?	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p8.sent4	Так?	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p9.sent1	Отже, прошу провести запис на виступи.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p9.sent2	Будь ласка, включіть систему запису.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p10.sent1	Севрюков Владислав Володимирович, "Блок Петра Порошенка".	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u3.p10.sent2	Запрошую до виступу.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u4.p1.sent1	Прошу передати слово Олексію Мушаку.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p1.sent1	Шановні колеги!	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p1.sent2	Олексій Мушак, "Блок Петра Порошенка", міжфракційне об’єднання "Єврооптимісти".	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p1.sent3	На цьому тижні нам з вами буде необхідно голосувати за бюджет.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p1.sent4	Виходячи з цього я хочу прояснити позицію міжфракційного об’єднання "Єврооптимісти" з приводу бюджету та діяльності уряду.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p2.sent1	Перша позиція – те, що голосування за бюджет, це є один з найважливіших документів, який ми приймаємо за рік.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p2.sent2	В усіх країнах Європи, не кажучи вже про приватні компанії, голосування і процес голосування бюджету, він займає 3-4 місяці мінімум.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p2.sent3	Вимоги до бюджету країни, однією з найбільшої в Європі, яка є Україна, особливо під час війни, повинні бути ще більш жорсткіші.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p2.sent4	Саме тому ми вважаємо, що є неприпустимим повторення минулорічного сценарію, коли бюджет нашої держави голосувався буквально за одну ніч.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent1	Позиція номер 2.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent2	Бюджет – це гроші не МВФ, не уряду, не парламенту і не Президента.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent3	Це гроші українських платників податків.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent4	Після Революції Гідності наші громадяни заслужили на те, щоб їх коштами.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent5	ефективно використовували їх кошти, щоб кожна стаття розходів, вона була чітко обґрунтована і буквально до коми визначена.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p3.sent6	Я хочу нагадати вам, що згідно цього бюджету це 674 мільярда гривень, це, насправді, дуже серйозна цифра.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent1	Позиція номер 3.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent2	Також ми повинні враховувати заяви і позиції наших закордонних партнерів, у тому числі Фонду МВФ, ну Міжнародного валютного фонду.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent3	Вони в першу чергу кажуть про дефіцит бюджету і ніяким чином не регламентують, коли ми це повинні прийняти, дати мається на увазі, і насправді як постатейно цей бюджет повинен був бути розписаний.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent4	У зв’язку з цим наша позиція наступна: давайте до кінця цього року проголосуємо бюджет в першому читанні, де зафіксуємо дефіцит бюджету, тим самим виконаємо вимоги МВФ.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent5	І після нового року, насправді, вже постатейно пройдемося і дуже фахового і обґрунтовано пройдемося по бюджету задля того, щоб наша держава отримала якісний документ, який буде задавати темп та ритм життя для 45 мільйонів мешканців нашої держави.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent6	Тому тільки якісний продукт, тільки обґрунтована і якісна дискусія, і тільки нова якість українського парламенту.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u5.p4.sent7	Дякую за увагу.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u6.p1.sent1	Дякую вам.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u6.p2.sent1	Корчик Віталій Андрійович, "Народний фронт", передає слово Ігорю Гузю.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u6.p2.sent2	Будь ласка.	UKRAINIAN
ParlaMint-UA_2015-12-23-m0.u7.p1.sent1	Доброго дня, шановні друзі.	UKRAINIAN
