id	text	language
ParlaMint-UA_2015-06-30-m0.u1.p1.sent1	Доброго ранку, шановні колеги!	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u1.p1.sent2	Будь ласка, заходимо в зал.	RUSSIAN
ParlaMint-UA_2015-06-30-m0.u1.p2.sent1	Прошу Апарат Верховної Ради повідомити народних депутатів про початок роботи.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u1.p2.sent2	Голів фракцій закликати депутатів в зал для початку нашої роботи.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u1.p2.sent3	Будь ласка.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u1.p3.sent1	Шановні колеги, будь ласка, заходимо в зал і готуємось до реєстрації.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p1.sent1	Добрий ранок, шановні колеги!	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p1.sent2	Прошу народних депутатів заходити до зали і займайте свої місця.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p1.sent3	У нас достатньо напружений графік роботи на цей тиждень, є ряд законів, які важливі і нам потрібно їх приймати.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p1.sent4	Тому, будь ласка, налаштуйтесь на роботу, шановні колеги.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p2.sent1	Прошу включити систему "Рада" для реєстрації народних депутатів у залі.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p3.sent1	267 зареєстровано народних депутатів у залі.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p3.sent2	Шановні колеги, оголошую ранкове пленарне засідання Верховної Ради України відкритим.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent1	Давайте привітаємо, шановні колеги, народних депутатів України, які святкують в цей день день народження.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent2	А саме: Миколу Івановича Лаврика.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent3	Вітаємо, колего.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent4	Микола Іванович, вітаємо, добра і здоров’я.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent5	І Лівіка Олександра Петровича.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent6	Давайте привітаємо теж з днем народження.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p4.sent7	Успіхів і благополуччя, шановні колеги.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p5.sent1	Шановні колеги, є інформація, яку я би хотів зараз довести до вашого відома відповідно до Закону щодо депутатської недоторканності.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p5.sent2	Хочу довести інформацію до вашого відомо щодо депутатської недоторканності.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p6.sent1	Готові сприймати інформацію?	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p6.sent2	Я прошу тиші в залі, шановні колеги.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p6.sent3	Дякую.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p7.sent1	Шановні народні депутати, 19 червня Конституційний Суд України офіційно оприлюднив висновок у справі за зверненням Верховної Ради України про надання висновку щодо відповідності законопроекту про внесення змін до Конституції України щодо недоторканності народних депутатів та суддів вимогам статей 157 і 158 Конституції України.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p7.sent2	Конституційний Суд України визнав таким, що відповідає вимогам статей 157 і 158 Конституції України законопроект про внесення змін до Конституції України щодо недоторканності народних депутатів та суддів (реєстраційний номер 1776).	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p8.sent1	Висновок Конституційний Суду України направлений народним депутатам України, Президентові України.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p8.sent2	Прошу Комітет з питань правової політики та правосуддя відповідно до норм Регламенту підготувати до розгляду законопроект про внесення змін до Конституції України щодо недоторканності народних депутатів України та суддів з метою його попереднього схвалення.	UKRAINIAN
ParlaMint-UA_2015-06-30-m0.u2.p8.sent3	Прошу комітет відповідно до законодавства підготувати це питання для розгляду.	UKRAINIAN
