id	text
ParlaMint-UA_2014-11-27-m1.u1.p1.sent1	Доброго дня, вельмишановні народні депутати!
ParlaMint-UA_2014-11-27-m1.u1.p1.sent2	Ми розпочинаємо нашу роботу.
ParlaMint-UA_2014-11-27-m1.u1.p1.sent3	Я прошу всіх народних депутатів України підготуватись до реєстрації в залі картками, які отримані народними депутатами.
ParlaMint-UA_2014-11-27-m1.u1.p1.sent4	Я прошу для реєстрації увімкнути систему "Рада".
ParlaMint-UA_2014-11-27-m1.u1.p1.sent5	Прошу реєструватись шановні народні депутати.
ParlaMint-UA_2014-11-27-m1.u1.p2.sent1	Зареєструвалося 389 народних депутатів.
ParlaMint-UA_2014-11-27-m1.u1.p3.sent1	А ми можемо повторно провести реєстрацію?
ParlaMint-UA_2014-11-27-m1.u1.p4.sent1	Давайте ще раз, шановні колеги, зареєструємося, оскільки, це перше засідання.
ParlaMint-UA_2014-11-27-m1.u1.p4.sent2	Будь ласка, прошу включити систему реєстрації.
ParlaMint-UA_2014-11-27-m1.u1.p4.sent3	Прошу реєструватись.
ParlaMint-UA_2014-11-27-m1.u1.p5.sent1	Зареєструвалося 399 депутатів.
ParlaMint-UA_2014-11-27-m1.u1.p5.sent2	Вже краще.
ParlaMint-UA_2014-11-27-m1.u1.p5.sent3	Сесія правомочна.
ParlaMint-UA_2014-11-27-m1.u1.p5.sent4	Ми можемо розпочинати нашу роботу.
ParlaMint-UA_2014-11-27-m1.u1.p6.sent1	Я прошу включити мікрофон найстаршому за віком народному депутату України Юхиму Леонідовичу Звягільському.
ParlaMint-UA_2014-11-27-m1.u1.p6.sent2	Прошу.
ParlaMint-UA_2014-11-27-m1.u2.p1.sent1	Перше пленарне засідання Верховної Ради України восьмого скликання обраної 26 жовтня 2014 року оголошую відкритим!
ParlaMint-UA_2014-11-27-m1.u3.p1.sent1	Прошу сідати, шановні народні депутати.
ParlaMint-UA_2014-11-27-m1.u3.p1.sent2	За доброю традицією, що склалася у Верховній Раді, я хочу з задоволенням від імені народних депутатів привітати з днем народження народних депутатів України.
ParlaMint-UA_2014-11-27-m1.u3.p1.sent3	Давайте привітаємо, шановні колеги, з днем народження Юлію Володимирівну Тимошенко.
ParlaMint-UA_2014-11-27-m1.u3.p2.sent1	А також наших колег: Тетяну Дмитрівну Бахтеєву народного депутата України , Вікторію Михайлівну Войціцьку , Олега Юрійовича Кришина і Миколу Леонідовича Скорика .
ParlaMint-UA_2014-11-27-m1.u3.p2.sent2	Вітаємо вас, шановні колеги!
ParlaMint-UA_2014-11-27-m1.u3.p3.sent1	Прошу присідати.
ParlaMint-UA_2014-11-27-m1.u3.p4.sent1	Шановні народні депутати!
ParlaMint-UA_2014-11-27-m1.u3.p4.sent2	Шановні колеги!
ParlaMint-UA_2014-11-27-m1.u3.p4.sent3	Згідно зі статтею 15 Регламенту Верховної Ради України я як Голова Підготовчої депутатської групи маю вести наше засідання до сформування Тимчасової президії першої сесії.
ParlaMint-UA_2014-11-27-m1.u3.p5.sent1	Відповідно до статті 18 Регламенту Верховної Ради України Тимчасова президія першої сесії складається із шести народних депутатів.
ParlaMint-UA_2014-11-27-m1.u3.p5.sent2	До її складу входить голова Підготовчої депутатської групи та по одному представнику від кожної політичної партії, між виборчими списками яких розподілені депутатські мандати.
ParlaMint-UA_2014-11-27-m1.u3.p6.sent1	Отож, за рішенням вноситься пропозиція, політичні партії визначились щодо своїх представників і подали ці матеріали, у складі Тимчасової президії сесії, про що повідомили Підготовчу групу.
ParlaMint-UA_2014-11-27-m1.u3.p6.sent2	Відповідний проект Постанови розданий і надано вам.
ParlaMint-UA_2014-11-27-m1.u3.p6.sent3	Чи є необхідність нам обговорювати це питання?
ParlaMint-UA_2014-11-27-m1.u3.p6.sent4	Немає такої необхідності.
ParlaMint-UA_2014-11-27-m1.u3.p7.sent1	Є пропозиція голосувати це питання.
