id	text	language
ParlaMint-UA_2004-06-24-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати, запрошені та гості Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p1.sent2	Прошу шановних народних депутатів підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p1.sent3	Увімкніть систему "Рада".	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p2.sent1	Зареєструвалося -415	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p3.sent1	Зареєструвалися у сесійній залі 415 народних депутатів.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p3.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p4.sent1	Шановні колеги, перелік питань, визначених для розгляду, сьогодні у вас є.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p4.sent2	Переходимо до розгляду цих питань.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p5.sent1	Оголошується до розгляду проект постанови про День уряду у вересні 2004 року щодо реформування правоохоронних органів в Україні.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p5.sent2	Мойсик Володимир Романович, голова комітету, має слово для доповіді.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u1.p5.sent3	Прошу коротко аргументувати проект постанови, Володимире Романовичу.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p1.sent1	Шановний Володимире Михайловичу, шановні колеги народні депутати.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p1.sent2	Чому виникла необхідність проведення Дня уряду України з порядком денним про стан реформування правоохоронних органів в Україні.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p2.sent1	Питання стоїть у тому, щоб з’ясувати, який стан справ на сьогодні, і як планується удосконалювати правоохоронну систему в державі і зокрема її складові частини - органи внутрішніх справ, Прокуратуру, кримінальну виконавчу систему і податкову міліцію.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p2.sent2	Без бачення шляхів розвитку системи правоохоронних органів неможливо вести мову про законодавче забезпечення цієї діяльності.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p2.sent3	Тобто у першу чергу потрібна ідеологія, концепція такого розвитку, а тоді вже можна вести мову про розробку конкретних законів, які дозволяли би реалізувати цю концепцію.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p3.sent1	Що ми маємо на сьогодні?	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p3.sent2	Відсутність концепції, відсутність і ідеології і, як наслідок, хаотичність в розробці законодавчої бази, а це у свою чергу призводить до безсистемності розвитку організаційних структур цієї системи.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p3.sent3	Наприклад, в державі створена самостійна кримінально-виконавча служба, як орган центральної виконавчої влади.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p4.sent1	Ми з вами прийняли Кримінально-виконавчий кодекс України, який з першого січня цього року набрав чинності.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p4.sent2	Подано проект закону про кримінально-виконавчу службу, прийняття якого б завершило створення законодавчої бази для пенітенціарної системи держави.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p5.sent1	Проте, водночас вносяться проекти законів, якими пропонується цю систему підпорядкувати Мін’юсту, таким чином надавши йому статус силового міністерства.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p5.sent2	Протягом п’ятої сесії комітет двічі розглядав шість законопроектів, якими пропонувалося ліквідувати податкову міліцію в системі Державної податкової адміністрації, передавши її до Міністерства внутрішніх справ.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p5.sent3	Натомість урядом подано три законопроекти, якими пропонується створення митної міліції, тобто надати право оперативно-розшукової діяльності, створення органів досудового слідства в цій системі тощо.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p5.sent4	А це - ще одна силова структура в державі.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p6.sent1	У цей же час комітетом розглянуто і направлено до Верховної Ради України більше 70 законопроектів, що стосуються діяльності правоохоронних органів.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p6.sent2	Переважна їх більшість розроблена хаотично, оскільки відсутня, як я вже сказав, ідеологія і концепція розвитку правоохоронної системи держави.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p6.sent3	Тому прошу вас, шановні колеги, підтримати проект постанови про День уряду, щоб з’ясувати реальний стан справ у цьому питанні, а це дозволить нам з вами визначитися із найбільш перспективними шляхами законодавчого забезпечення правоохоронної діяльності.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u2.p6.sent4	Дякую вам за увагу.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u3.p1.sent1	Шановні колеги, є пропозиція комітету прийняти проект Постанови Верховної Ради України, реєстраційний номер 5667 про День уряду України у вересні 2004 року з порядком денний по стан реформування правоохоронних органів в Україні.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u3.p2.sent1	Відмініть голосування.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u3.p2.sent2	Бандурка, будь ласка, мікрофон.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p1.sent1	Дякую, пане Голово.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p1.sent2	Шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p2.sent1	Є пропозиція розглядати це питання про реформування та законодавче забезпечення діяльності правоохоронних органів України.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p2.sent2	Потрібно приймати закон і про прокуратуру, закон про органи внутрішніх справ, про державну службу виконання покарань, про Кримінально-процесуальний кодекс, і ціла низка, загалом півтора десятка законів.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p2.sent3	Можна слухати безкінечно різні питання, якщо ми не виконаємо свою роль, Верховна Рада не прийме відповідні закони, то правове поле належне для правоохоронних органів не буде створене.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p3.sent1	Я пропоную це питання розглядати про реформування та законодавче забезпечення правоохоронних органів України.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u4.p3.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u5.p1.sent1	Будь ласка.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u6.p1.sent1	Шановні колеги, Володимир Михайлович, немає заперечень проти такого формулювання.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p1.sent1	Шановні колеги, якщо ви не заперечуєте, я поставлю на голосування з відповідним уточненням: про стан реформування та законодавче забезпечення діяльності правоохоронних органів в Україні.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p2.sent1	Ставлю на голосування проект постанови номер 5667 про День уряду у вересні 2004 року з уточненим порядком денним: про стан реформування та законодавче забезпечення діяльності правоохоронних органів в Україні.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p3.sent1	Прошу голосувати.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p4.sent1	За-264	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p5.sent1	Постанова прийнята.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p6.sent1	Оголошується до розгляду проект постанови про День уряду у вересні 2004 року щодо нових напрямків співробітництва України з Європейським союзом у зв’язку з розширенням ЄЕС.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u7.p7.sent1	Тарасюк Борис Іванович, будь ласка, має слово для обгрунтування проекту постанови, голова комітету з питань європейської інтеграції.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p1.sent1	Шановний пане Голово, шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent1	З часу парламентських слухань з питань взаємин між Україною і Європейським Союзом, які відбулися в жовтні 2002 року, відбулося багато подій.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent2	Ці події вимагають осмислення з боку Верховної Ради.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent3	Зокрема, відбулося розширення Європейського Союзу.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent4	Нині Європейський Союз межує з Україною.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent5	Внаслідок розширення Європейського Союзу змінилося співвідношення сил в ЄС на користь України, з’явився новий склад Європейського парламенту.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent6	Європейський Союз схвалив нову концепцію, хоча і суперечливу, що стосується України, яка називається: "Ширша Європа.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p2.sent7	Нові сусіди".	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p3.sent1	У відносинах між Україною і Європейським Союзом також відбулися нові зрушення, які вимагають осмислення з боку Верховної Ради.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p3.sent2	Зокрема, сьогодні ми працюємо над реалізацією схваленого Верховною Радою Закону про Загальнодержавну програму адаптації законодавства України до законодавства Європейського Союзу.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p3.sent3	Зараз опрацьовується між урядом України і Європейською комісією план дій, які визначатимуть перспективу взаємин між Україною і Європейським Союзом на найближчі роки.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p3.sent4	В той же час, відбувається концептуальній застій, і застій у відносинах між Україною і Європейським Союзом.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p3.sent5	Все це вимагає осмислення з боку Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p4.sent1	Комітет з питань європейської інтеграції розглянув законопроект, підготовлений і внесений мною і народним депутатом Зарубінським, і підтримав даний законопроект.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p4.sent2	Прошу підтримати.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u8.p4.sent3	Дякую.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p1.sent1	Шановні колеги, прошу уваги!	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p1.sent2	Ставиться на голосування пропозиція Комітету з питань європейської інтеграції про проведення Дня уряду у вересні 2004 року з порядком денним: "Про нові напрямки співробітництва України з Європейським Союзом у зв’язку з розширенням ЄС".	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p1.sent3	Проект постанови за номером 5672.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p1.sent4	Голосується в цілому.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p2.sent1	За-232	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p3.sent1	Постанова прийнята.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p4.sent1	Оголошується до розгляду Проект Постанови про зміни у складі Комітетів Верховної Ради України .	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p5.sent1	Доповідач - голова Комітету з питань Регламенту, депутатської етики та організації роботи Верховної Ради України Валентин Григорович Матвєєв.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u9.p5.sent2	Будь ласка.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u10.p1.sent1	Дякую, Володимире Михайловичу.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u10.p1.sent2	Шановні колеги, вчора комітетом було розглянуто внесений народним депутатом Порошенко проект постанови щодо обрання народного депутата України Чечеля Миколи Йосиповича членом комітету з питань Регламенту, депутатської етики та організації роботи Верховної Ради і звільнення в зв’язку з цим його від обов’язків члена Комітету Верховної Ради України з питань аграрної політики та земельних відносин.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u10.p2.sent1	Враховуючи, що розрахункова квота представництва у комітеті, тобто на кількість членів комітету з питань Регламенту депутатської фракції "Наша Україна" не використана, комітетом прийнято рішення рекомендувати Верховній Раді України підтримати зазначений проект постанови.	UKRAINIAN
ParlaMint-UA_2004-06-24-m0.u10.p2.sent2	Дякую.	UKRAINIAN
