id	text	language
ParlaMint-UA_2004-02-17-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати та гості Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p1.sent2	Прошу народних депутатів підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p1.sent3	Увімкніть систему "Рада".	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p2.sent1	Зареєструвалося -420	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p3.sent1	Зареєструвалося 420 народних депутатів.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p3.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p4.sent1	Шановні народні депутати, сьогодні День народження нашого колеги Ратушняка Сергія Миколайовича.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p4.sent2	Давайте привітаємо його і побажаємо всіляких гараздів.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p5.sent1	Шановні колеги, розклад засідань на вівторок у вас є.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p5.sent2	Це питання щодо розкладу і погоджено на Погоджувальній раді.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p5.sent3	Отже, є всі підстави нам приступити до роботу.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p6.sent1	Оголошуються до розгляду проекти постанов про припинення повноважень про призначення на посаду членів Центральної виборчої комісії.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p6.sent2	Шановні колеги, нам очевидно є необхідність це питання розділити на два.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p6.sent3	Спочатку розглянути питання про припинення повноважень, а після того будемо вже переходити до наступної частини питання про призначення членів ЦВК.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p7.sent1	Слово для доповіді має постійний представник Президента у Верховній Раді України Задорожній Олександр Вікторович.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u1.p7.sent2	Будь ласка, Олександре Вікторовичу.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u2.p1.sent1	Дякую, шановний Володимире Михайловичу.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u2.p1.sent2	Шановні колеги, Президент України звернувся згідно з Конституцією, з законом з поданням до Верховної Ради про припинення повноважень членів Центральної виборчої комісії.	UKRAINIAN
ParlaMint-UA_2004-02-17-m0.u2.p1.sent3	Враховуючи те, що підстави для припинення повноважень членів ЦВК різні, Комітетом з питань державного будівництва та місцевого самоврядування на своєму засіданні, на якому я представляв ці кандидатури, було прийнято рішення про порядок розгляду та ухвалення відповідних рішень Верховної Ради щодо поданих кандидатур.	UKRAINIAN
