id	text	language
ParlaMint-UA_2002-10-24-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати, запрошені та гості Верховної Ради.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p1.sent2	Прошу народних депутатів займати робочі місця і підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p1.sent3	Шановні колеги, прошу займати робочі місця, підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p1.sent4	Будь ласка, сідайте на свої місця.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p1.sent5	Ввімкніть систему "Рада".	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p2.sent1	Зареєструвалося -423	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p3.sent1	В залі зареєстровано 423 народних депутата.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p3.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p4.sent1	Шановні народні депутати, сьогодні день народження народних депутатів України Бойка Юрій Анатолійовича та Кравченка Миколи Васильовича, давайте привітаємо їх і побажаємо їм всіляких гараздів і успіхів.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p5.sent1	Шановні народні депутати, 24 жовтня у Верховній Раді України відзначається День ООН, як, фактично, і в усьому світі.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p5.sent2	Відповідно до розпорядження Голови Верховної Ради проводились заходи, у зв’язку з цим дозвольте мені невеликий виступ.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent1	Шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent2	Шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent3	Шановні представники агенції ООН в Україні!	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent4	Пані і панове!	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent5	Дата 24 жовтня назавжди увійшла в історію міжнародної співдружності - того дня 1945 року набув чинності Статут ООН.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent6	Відтоді щорічно в усьому світі відзначається День Організації Об’єднаних Націй.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent7	Як одна з держав - засновниць ООН Україна неухильно дотримується цілей та принципів Статут Організації, робить суттєвий внесок у всі сфери її діяльності.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p6.sent8	Після проголошення незалежності України участь у діяльності Організації Об’єднаних Націй було визначено одним з пріоритетних напрямів її зовнішньої політики.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p7.sent1	7 вересня 2000 року за ініціативою Президента України було проведено засідання Ради Безпеки ООН на рівні глав держав та урядів, на якому обговорювалось питання забезпечення ефективної ролі Ради Безпеки у підтриманні міжнародного миру та безпеки, особливо в Африці.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p7.sent2	Це друге за всю історію ООН засідання на найвищому рівні справило позитивний вплив на відновлення та зміцнення авторитету Ради Безпеки, надало потужного імпульсу зусиллям, спрямованим на зміцнення головних засад системи колективної безпеки, реформування політики ООН у сфері миротворчих операцій.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p8.sent1	У 1997 році Міністра закордонних справ України Геннадія Йосиповича Удовенка, який нині є одним з найактивніших членів нашого парламенту, було обрано на найвищу керівну посаду в ООН - Голови п’ятдесят другої сесії Генеральної Асамблеї.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p8.sent2	Саме на цій сесії, що увійшла в історію як сесія реформ, було схвалено всеохоплюючу програму реформування Організації.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p8.sent3	Одним з найбільших наочних і незаперечних свідчень визнання ролі та авторитету нашої держави на міжнародній арені стало обрання її не(?)постійним членом Ради Безпеки ООН на період 2000-2001 років.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p9.sent1	Вперше як незалежна держава вона увійшла до органу, на який покладено головну відповідальність за підтримання міжнародного миру та безпеки у світі.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p9.sent2	За час членства у Раді Безпеки Україна переконливо довела свою спроможність ефективно впливати на процес прийняття доленосних рішень і робити вагомий і практичний внесок в їх реалізацію.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p10.sent1	Усі ми мали не одну нагоду переконатися, що наша держава надає великого значення реформуванню Ради Безпеки.	UKRAINIAN
ParlaMint-UA_2002-10-24-m0.u1.p10.sent2	Вона виступає за розширення членського складу Ради , збільшення кількості як постійних, так і непостійних членів цього органу, забезпечення в ньому адекватного рівня представництва країн СхідноЄвропейської регіональної групи тощо.	UKRAINIAN
