id	text
ParlaMint-UA_2008-03-20-m1.u1.p1.sent1	Шановні народні депутати, прошу реєструватися.
ParlaMint-UA_2008-03-20-m1.u1.p2.sent1	За – 427
ParlaMint-UA_2008-03-20-m1.u1.p3.sent1	В залі зареєстровано 427 народних депутатів України.
ParlaMint-UA_2008-03-20-m1.u1.p3.sent2	Вечірнє пленарне засідання оголошується відкритим.
ParlaMint-UA_2008-03-20-m1.u1.p4.sent1	Колеги, ми закінчили розгляд питання щодо Капацин Надії Василівни.
ParlaMint-UA_2008-03-20-m1.u1.p4.sent2	На превеликий жаль, ми його так толком і не закінчили, тому що ми фактично відхилили цю кандидатуру.
ParlaMint-UA_2008-03-20-m1.u1.p4.sent3	Я прошу далі, по інших прізвищах, Сергію Васильовичу, визначатися і приймемо остаточне рішення.
ParlaMint-UA_2008-03-20-m1.u1.p5.sent1	2026 постанова.
ParlaMint-UA_2008-03-20-m1.u2.p1.sent1	Дякую, Арсенію Петровичу.
ParlaMint-UA_2008-03-20-m1.u2.p2.sent1	Шановні народні депутати, мушу пояснити стосовно технічної помилки у попередній частині мого виступу.
ParlaMint-UA_2008-03-20-m1.u2.p2.sent2	Учора, 19 березня, Комітет з питань правосуддя затвердив проект постанови 2026-7.
ParlaMint-UA_2008-03-20-m1.u2.p2.sent3	питання обрання безстроково суддів Ленінського районного суду Автономної Республіки Крим Українець Лесі Іванівни і судді Жовтневого райсуду міста Харкова Федюшина Миколи Володимировича було відкладено.
ParlaMint-UA_2008-03-20-m1.u2.p2.sent4	Відповідні прізвища цих суддів було викреслено з проекту постанови, який щойно винесений на розгляд із згаданим народним депутатом.
ParlaMint-UA_2008-03-20-m1.u2.p3.sent1	Підкреслюю, офіційно поданий Верховній Раді і вам, шановні народні депутати, на голосування проект постанови повністю відповідає волі і рішенню комітету.
ParlaMint-UA_2008-03-20-m1.u2.p3.sent2	Разом з тим, у своєму виступі я припустився помилки: згадав серед інших прізвищ суддів Українець і Федюшина.
ParlaMint-UA_2008-03-20-m1.u2.p3.sent3	Оскільки працівник, який друкував на комп’ютері текст мого виступу, не звернув уваги на виправлення, яким ці два прізвища було виключено.
ParlaMint-UA_2008-03-20-m1.u2.p4.sent1	Прошу вибачення за цю неприємність, і прошу вважати інцидент вичерпаним.
ParlaMint-UA_2008-03-20-m1.u2.p4.sent2	Жодних порушень закону не було.
ParlaMint-UA_2008-03-20-m1.u2.p5.sent1	Шановні народні депутати, постанова 2026-2.
ParlaMint-UA_2008-03-20-m1.u3.p1.sent1	У нас декілька прізвищ там.
ParlaMint-UA_2008-03-20-m1.u3.p1.sent2	Чорненька Ірина Кузьмінічна.
ParlaMint-UA_2008-03-20-m1.u4.p1.sent1	Чорненька Ірина Кузьмінічна.
ParlaMint-UA_2008-03-20-m1.u5.p1.sent1	І Гриняк Богдан Павлович.
ParlaMint-UA_2008-03-20-m1.u6.p1.sent1	І Гриняк Богдан Павлович.
ParlaMint-UA_2008-03-20-m1.u7.p1.sent1	І Смородінова Ольга Григорівна.
ParlaMint-UA_2008-03-20-m1.u8.p1.sent1	Смородінова Ольга Григорівна
ParlaMint-UA_2008-03-20-m1.u8.p2.sent1	Шановний Арсенію Петровичу, шановні колеги, я прошу, давайте на наступному тижні ми ще розглянемо на засіданні комітету і винесемо в зал ці прізвища.
ParlaMint-UA_2008-03-20-m1.u9.p1.sent1	Будь ласка, колега Чечетов.
ParlaMint-UA_2008-03-20-m1.u9.p1.sent2	Михайло Васильович, вам увімкнули мікрофон.
ParlaMint-UA_2008-03-20-m1.u10.p1.sent1	Уважаемый Арсений Петрович, уважаемый Сергей Васильевич, там по Черненькой недоразумение просто, там ошибочно.
ParlaMint-UA_2008-03-20-m1.u10.p1.sent2	Поэтому просьба считать, что там все нормально, там ошибка просто произошла.
ParlaMint-UA_2008-03-20-m1.u11.p1.sent1	Бачите, як у нас легко, ошибочка проізошла.
ParlaMint-UA_2008-03-20-m1.u11.p1.sent2	Спочатку людину заклеймили позором, а потім – ошибочка проізошла.
ParlaMint-UA_2008-03-20-m1.u11.p2.sent1	Депутат Забзалюк, будь ласка.
ParlaMint-UA_2008-03-20-m1.u12.p1.sent1	Алло.
ParlaMint-UA_2008-03-20-m1.u12.p1.sent2	Арсенію Петровичу, я вибачаюсь.
ParlaMint-UA_2008-03-20-m1.u12.p2.sent1	Арсенію Петровичу, по Смородіновій.
ParlaMint-UA_2008-03-20-m1.u12.p2.sent2	Тут знаходяться депутати з різних фракцій, але які представляють Миколаївську область.
ParlaMint-UA_2008-03-20-m1.u12.p2.sent3	Висунуті, скажемо так, зауваження в її сторону просто нас смішать.
ParlaMint-UA_2008-03-20-m1.u12.p2.sent4	Ми вважаємо, потрібно зараз підняти питання і проголосувати про прийняття позитивного рішення, будь ласка.
ParlaMint-UA_2008-03-20-m1.u13.p1.sent1	Це з приводу Смородінової ви?
ParlaMint-UA_2008-03-20-m1.u14.p1.sent1	Ні Чорненьку.
ParlaMint-UA_2008-03-20-m1.u15.p1.sent1	Депутат Комар.
ParlaMint-UA_2008-03-20-m1.u16.p1.sent1	Шановні колеги, я вже доповідав, що я з’ясовував це питання і з головою комітету, і з виборцями, які зверталися з цього приводу.
ParlaMint-UA_2008-03-20-m1.u16.p1.sent2	У нас був час і, подивившись на все це, я знімаю своє застереження і пропоную проголосувати за Черненьку Ірину Кузьмінічну.
ParlaMint-UA_2008-03-20-m1.u16.p1.sent3	Дякую.
ParlaMint-UA_2008-03-20-m1.u17.p1.sent1	Так.
ParlaMint-UA_2008-03-20-m1.u17.p1.sent2	Шановні колеги, можна тепер повернутися в лоно постанови?
ParlaMint-UA_2008-03-20-m1.u17.p1.sent3	Ми вилучили з вами Чорненьку Ірину Кузьмінічну.
ParlaMint-UA_2008-03-20-m1.u17.p1.sent4	Чи є заперечення проти обрання безстроково Чорненької Ірини Кузьмінічни.
ParlaMint-UA_2008-03-20-m1.u18.p1.sent1	Немає.
ParlaMint-UA_2008-03-20-m1.u19.p1.sent1	Немає цих заперечень?
ParlaMint-UA_2008-03-20-m1.u19.p2.sent1	Я ставлю на голосування питання про обрання Чорненької Ірини Кузьмінічни, місцевий господарський суд Донецької області, суддею безстроково.
ParlaMint-UA_2008-03-20-m1.u19.p2.sent2	Прошу голосувати.
ParlaMint-UA_2008-03-20-m1.u19.p3.sent1	За – 403
ParlaMint-UA_2008-03-20-m1.u19.p4.sent1	Рішення прийнято.
ParlaMint-UA_2008-03-20-m1.u19.p5.sent1	Вітаємо, Ірина Кузьмінічна.
ParlaMint-UA_2008-03-20-m1.u19.p5.sent2	Справедливість є, і ми її вибороли.
ParlaMint-UA_2008-03-20-m1.u19.p6.sent1	Гриняка Богдана Павловича.
ParlaMint-UA_2008-03-20-m1.u19.p6.sent2	Щодо Гриняка Богдана Павловича чи є заперечення в залі - судді місцевого господарського суду Івано-Франківської області Гриняка Богдана Павловича?
ParlaMint-UA_2008-03-20-m1.u19.p6.sent3	Нема?
ParlaMint-UA_2008-03-20-m1.u19.p7.sent1	Шановні народні депутати, ставлю на голосування питання щодо обрання на посаду судді безстроково судді Господарського суду Івано-Франківської області Гриняка Богдана Павловича.
ParlaMint-UA_2008-03-20-m1.u19.p7.sent2	Прошу голосувати.
ParlaMint-UA_2008-03-20-m1.u19.p8.sent1	За – 409
ParlaMint-UA_2008-03-20-m1.u19.p9.sent1	Шановні народні депутати, чи є заперечення щодо обрання безстроково судді Миколаївської області, Господарський суд Миколаївської області, Смородінову Ольгу Григорівну?
ParlaMint-UA_2008-03-20-m1.u19.p9.sent2	Чи є в залі заперечення?
ParlaMint-UA_2008-03-20-m1.u19.p9.sent3	Депутат Лук’янов підняв руку, є заперечення.
ParlaMint-UA_2008-03-20-m1.u19.p10.sent1	Будь ласка, колезі Лук’янову слово.
ParlaMint-UA_2008-03-20-m1.u20.p1.sent1	До мене звернулися виборці з заявами про те, що є зауваження до роботи судді Смородінової.
ParlaMint-UA_2008-03-20-m1.u20.p1.sent2	Прохання вивчити ці зауваження на засіданні комісії.
ParlaMint-UA_2008-03-20-m1.u21.p1.sent1	Комітету.
ParlaMint-UA_2008-03-20-m1.u22.p1.sent1	Комітету.
ParlaMint-UA_2008-03-20-m1.u23.p1.sent1	Сергій Васильович, ваша позиція.
ParlaMint-UA_2008-03-20-m1.u24.p1.sent1	Я думаю, что нужно перенести на наступне засідання Верховної Ради.
ParlaMint-UA_2008-03-20-m1.u24.p1.sent2	Мы за неделю зьясуем и на наступний.
ParlaMint-UA_2008-03-20-m1.u25.p1.sent1	Василь Васильович Онопенко, ваша позиція.
ParlaMint-UA_2008-03-20-m1.u25.p1.sent2	Василь Васильович, ваша позиція щодо призначення судді, обрання судді Смородінової Ольги Григорівни, Миколаївська область,на безстроковий.
ParlaMint-UA_2008-03-20-m1.u26.p1.sent1	Арсеній Петрович, я хочу сказати і це, можливо, прозвучить дивним: ні голова Верховного суду, ні Верховний суд не має жодного відношення до призначення, до суддів спеціалізованих судів, тобто адміністративних і господарських.
ParlaMint-UA_2008-03-20-m1.u26.p1.sent2	Але, з точки зору мого бачення, оскільки немає серйозних якихось заперечень проти судді, я би рекомендував вам підтримати кандидатуру на посаду судді.
ParlaMint-UA_2008-03-20-m1.u27.p1.sent1	У нас є голова Вищого господарського суду.
ParlaMint-UA_2008-03-20-m1.u27.p1.sent2	Давайте запросимо голову Вищого господарського суду до мікрофону.
ParlaMint-UA_2008-03-20-m1.u27.p1.sent3	Зараз я дам депутату.
ParlaMint-UA_2008-03-20-m1.u28.p1.sent1	Шановні народні депутати, перша за все, я дякую голові Верховного суду за підтримку.
ParlaMint-UA_2008-03-20-m1.u28.p2.sent1	Якщо народні депутати вважають за необхідне додатково вивчити цю кандидатуру на предмет якості її роботи, то ми не заперечуємо.
ParlaMint-UA_2008-03-20-m1.u28.p2.sent2	Дякую.
ParlaMint-UA_2008-03-20-m1.u29.p1.sent1	Дякую, Сергій Федорович.
ParlaMint-UA_2008-03-20-m1.u29.p2.sent1	Прошу.
ParlaMint-UA_2008-03-20-m1.u29.p2.sent2	Прізвище?
ParlaMint-UA_2008-03-20-m1.u29.p2.sent3	Депутат Матвєєв.
ParlaMint-UA_2008-03-20-m1.u30.p1.sent1	Матвеев, фракция Компартии Украины, Николаевская область.
ParlaMint-UA_2008-03-20-m1.u30.p2.sent1	Вы понимаете, можно к любому сегодня судье предъявить любые претензии, при этом взять их и не обосновать.
ParlaMint-UA_2008-03-20-m1.u30.p3.sent1	Я хотел бы, чтобы вот тот депутат, который имеет претензии к конкретному судье Смородиновой, чтобы он назвал, какие претензии же есть.
ParlaMint-UA_2008-03-20-m1.u30.p3.sent2	Потому что просто заявления любых граждан могут быть, ну, оттянуть это дело, решение этого вопроса на несколько лет.
ParlaMint-UA_2008-03-20-m1.u30.p3.sent3	Поэтому я предлагаю так: или пусть назовет, какие есть претензии, или эти претензии снять.
ParlaMint-UA_2008-03-20-m1.u31.p1.sent1	Депутат Портнов.
ParlaMint-UA_2008-03-20-m1.u32.p1.sent1	Дякую.
ParlaMint-UA_2008-03-20-m1.u32.p1.sent2	Народний депутат Портнов, "Блок Юлії Тимошенко".
ParlaMint-UA_2008-03-20-m1.u32.p2.sent1	Шановні народні депутати, мене взагалі дивує практика, коли якийсь народний депутат, не розуміючи суті питання, підіймається і робить зауваження щодо діяльності судді, не надаючи до цього документи відповідні підтверджуючі на засідання відповідного профільного комітету, це перше.
ParlaMint-UA_2008-03-20-m1.u32.p3.sent1	І друге, мене зараз здивувала позиція голови Вищого господарського суду Демченко.
ParlaMint-UA_2008-03-20-m1.u32.p3.sent2	Ви знаєте, Сергій Федорович, ви повинні захищати своїх суддів, якщо для цього, для їх звинувачення нема підстав.
ParlaMint-UA_2008-03-20-m1.u32.p3.sent3	Ви встаєте і кажете, що можна відкидати питання і так далі.
ParlaMint-UA_2008-03-20-m1.u32.p4.sent1	Ми пропонуємо підтримати цю суддю.
ParlaMint-UA_2008-03-20-m1.u33.p1.sent1	Шановні колеги!
ParlaMint-UA_2008-03-20-m1.u33.p1.sent2	Забзалюк останній.
ParlaMint-UA_2008-03-20-m1.u33.p2.sent1	Колеги, ну, ми повторюємося.
ParlaMint-UA_2008-03-20-m1.u33.p2.sent2	Будь ласка.
ParlaMint-UA_2008-03-20-m1.u34.p1.sent1	Ми все-таки наполягаємо, щоб зараз підтримати цю кандидатуру і винести на голосування.
ParlaMint-UA_2008-03-20-m1.u35.p1.sent1	Добре.
ParlaMint-UA_2008-03-20-m1.u35.p1.sent2	Дякую.
ParlaMint-UA_2008-03-20-m1.u35.p2.sent1	Я просив би депутата Лук’янова озвучити суть скарги: хто, які прізвища, хто подав скаргу і на який предмет?
ParlaMint-UA_2008-03-20-m1.u36.p1.sent1	Арсеній Петрович, спеціально для вас я хочу сказати: коли ми беремо кандидатуру якогось судді, стосовно якого є скарги, і починаємо протягувати сюди, знаючи, яка ситуація з корупцією в судовій гілці влади, то ми робимо тим самим дуже злу послугу і Україні, і українському народу і судочинству, коли ми робимо все, щоб протягнути кандидатуру.
ParlaMint-UA_2008-03-20-m1.u36.p2.sent1	Більш того, я наполягаю, що заяви громадян будуть передані в комітет, їх треба вивчити, і якщо немає підстав, то проголосувати і ми підтримаємо цю кандидатуру.
ParlaMint-UA_2008-03-20-m1.u36.p2.sent2	Якщо є зауваження слушні, то цю кандидатуру треба буде відхиляти.
ParlaMint-UA_2008-03-20-m1.u36.p2.sent3	Можемо спробувати зараз, і давайте спалимо суддю.
ParlaMint-UA_2008-03-20-m1.u36.p3.sent1	Дякую.
ParlaMint-UA_2008-03-20-m1.u37.p1.sent1	Я запитував колегу Лук’янова на предмет конкретних прізвищ, скарг і по якому факту, тому що це нам треба для протоколу це, для стенограми.
ParlaMint-UA_2008-03-20-m1.u37.p1.sent2	На жаль, цього не відбулося.
ParlaMint-UA_2008-03-20-m1.u37.p2.sent1	З огляду на це я ставлю на голосування про обрання безстроково суддею місцевого господарського суду Миколаївської області Смородінову Ольгу Григорівну.
ParlaMint-UA_2008-03-20-m1.u37.p3.sent1	Шановні колеги, голосуємо.
ParlaMint-UA_2008-03-20-m1.u37.p4.sent1	За – 247.
ParlaMint-UA_2008-03-20-m1.u37.p5.sent1	Рішення прийнято.
ParlaMint-UA_2008-03-20-m1.u37.p6.sent1	Прошу показати по фракціям.
ParlaMint-UA_2008-03-20-m1.u37.p7.sent1	2026-3.
ParlaMint-UA_2008-03-20-m1.u37.p7.sent2	В нас декілька кандидатур, які вилучені з прийнятої постанови: Горбенко Катерина Опанасівна, Донецький апеляційний адміністративний суд.
ParlaMint-UA_2008-03-20-m1.u37.p7.sent3	Хто з народних депутатів заперечував проти цієї кандидатури?
