id	text	language
ParlaMint-UA_2021-07-13-m0.u1.p1.sent1	Добрий ранок, шановні колеги!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p1.sent2	Добрий ранок, шановні представники засобів масової інформації!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p1.sent3	Будь ласка, підготуйтесь до реєстрації.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p1.sent4	Нагадую, реєстрація відбувається шляхом натискання зеленої кнопки "за", першої зліва, із застосуванням сенсорної кнопки.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p2.sent1	Готові реєструватись?	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p2.sent2	Прошу реєструватись.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p3.sent1	В залі зареєстровано 213 народних депутатів України.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p3.sent2	Пленарне засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p4.sent1	Шановні колеги, сьогодні у нас три іменинники: Андрій Володимирович Богданець, Петро Васильович Юрчишин і Антон Володимирович Яценко .	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p4.sent2	Вітаю!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p4.sent3	Бажаю всім успіхів, наснаги, здоров’я, всього найкращого!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p4.sent4	Ще раз зі святом!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p5.sent1	Переходимо до нашої роботи.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p5.sent2	Сьогодні, як завжди у вівторок, ми маємо до 30 хвилин на виступи уповноважених представників депутатських фракцій та груп з оголошенням заяв, повідомлень та висловленням позицій.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p5.sent3	Будь ласка, запишіться на виступи від депутатських фракцій та груп.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p6.sent1	Іоффе Юлій Якович.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u1.p7.sent1	Рабінович Вадим Зіновійович.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p1.sent1	Шановні українці, минуло майже 2 роки з того часу, як у Верховній Раді вперше за всю історію монобільшість отримала можливість докорінно змінити країну.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p1.sent2	Час підбивати підсумки.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p1.sent3	А зробити це легко, оскільки є універсальна формула оцінки діяльності будь-якої влади: якщо за час роботи цієї влади люди стали жити краще – влада хороша, якщо гірше – влада погана.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p1.sent4	А якщо народ змушений виживати, подаючись на заробітки за кордон, то влада геть погана.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent1	У мене питання до монобільшості.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent2	А як ви самі вважаєте, все, що ви накоїли в Україні, пішло на користь народу?	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent3	Так, на жаль, вам вдалося зробити землю товаром.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent4	Сподіваюся, що продати до кінця ви її не встигнете.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent5	Так, ви повернули гральний бізнес.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent6	Зараз збираєтесь легалізувати марихуану.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p2.sent7	Скажіть, а крім, як пограти в казино і накуритися, інші досягнення у вашої влади є чи ні?	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p3.sent1	І що ми маємо?	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p3.sent2	Попереду нас чекає нескінчене зростання тарифів, катастрофа в медицині, в освіті, в інших сферах.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p3.sent3	Закриваючи телеканали, переслідуючи лідерів опозиції, посадивши під домашній арешт Віктора Медведчука, ви хочете тільки одного – заткнути нам рот.	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p3.sent4	А це у вас не вийде!	UKRAINIAN
ParlaMint-UA_2021-07-13-m0.u2.p3.sent5	А всі так звані нагальні питання, якими ви забили останній тиждень роботи Верховної Ради, – це нуль, нуль!	UKRAINIAN
