id	text	language
ParlaMint-UA_2003-06-19-m1.u1.p1.sent1	Шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p1.sent2	Прошу займати свої місця.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p1.sent3	Прошу підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p1.sent4	Увімкніть систему "Рада" Шановні колеги!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p1.sent5	Я прошу зайняти свої місця.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p1.sent6	Прошу зареєструватися.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p2.sent1	Зареєструвалося -422	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p3.sent1	Зареєструвалося 422 народних депутати.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p3.sent2	Вечірнє засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p4.sent1	Шановні народні депутати!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p4.sent2	Шановні гості!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p4.sent3	Маю приємність повідомити вам, що в Україні з державним візитом перебуває Його Високоповажність Президент Турецької Республіки пан Ахмет Недждет Сезер.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p5.sent1	Дозвольте запросити до виступу Президента Турецької Республіки пана Ахмета Сезера.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p5.sent2	Прошу вас, пане Президенте.	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p6.sent1	Шановні колеги!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u1.p6.sent2	Прошу уваги!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u2.p1.sent1	Пане Голово!	UKRAINIAN
ParlaMint-UA_2003-06-19-m1.u2.p1.sent2	Дорогі депутати!	UKRAINIAN
