id	text
ParlaMint-UA_2009-03-18-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати, запрошені та гості Верховної Ради України.
ParlaMint-UA_2009-03-18-m0.u1.p1.sent2	Прошу, шановні колеги, підготуватися до реєстрації.
ParlaMint-UA_2009-03-18-m0.u1.p1.sent3	Увімкніть систему „Рада”.
ParlaMint-UA_2009-03-18-m0.u1.p2.sent1	Зареєструвалися картками в сесійній залі 437 народних депутатів.
ParlaMint-UA_2009-03-18-m0.u1.p2.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2009-03-18-m0.u1.p3.sent1	Шановні колеги, сьогодні день народження народного депутата Василя Михайловича Горбаля.
ParlaMint-UA_2009-03-18-m0.u1.p3.sent2	Давайте привітаємо нашого колегу і побажаємо йому успіхів.
ParlaMint-UA_2009-03-18-m0.u1.p4.sent1	Дозвольте надати вам інформацію про результати роботи Верховної Ради України на планерних засіданнях 17 березня, тобто вчора.
ParlaMint-UA_2009-03-18-m0.u1.p4.sent2	Розглянуто 20 питань порядку денного.
ParlaMint-UA_2009-03-18-m0.u1.p4.sent3	За результатами розгляду: прийнято чотири закони та три постанови, шість законопроектів та два проекти постанов прийнято за основу, два законопроекти направлено на повторне перше читання, відхилено три законопроекти.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent1	Шановні колеги, відповідно до статті 25 Регламенту у середу 30 хвилин відводиться для виступів народних депутатів з внесенням пропозицій, виголошенням заяв і повідомлень.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent2	Прошу, шановні колеги, записатися на виступи.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent3	Відбувається запис.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent4	Прошу вивести прізвища народних депутатів, що записались, на табло.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent5	Олександр Пеклушенко, фракція Партії регіонів.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent6	Ну як не встигли?
ParlaMint-UA_2009-03-18-m0.u1.p5.sent7	Записалось 19 людей.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent8	Шановні колеги, ну я ж не можу перезапис проводити.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent9	Ну, шановні колеги, запис було оголошено.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent10	Ну так що я можу зробити?
ParlaMint-UA_2009-03-18-m0.u1.p5.sent11	Шановні колеги, відповідно до Регламенту я оголосив, що відбувається запис.
ParlaMint-UA_2009-03-18-m0.u1.p5.sent12	Не встигли?
