id	text	language
ParlaMint-UA_2020-09-30-m0.u1.p1.sent1	Добрий день, шановні колеги!	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent2	Добрий день, шановні представники засобів масової інформації!	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent3	Будь ласка, підготуйтесь до реєстрації.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent4	Починаємо нашу роботу.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent5	Готові реєструватись?	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent6	Сергій Володимирович Власенко, нагадую, реєстрація відбувається шляхом натискання зеленої кнопки, першої зліва, як і домовлялись.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent7	Готові?	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent8	Зелена, так.	RUSSIAN
ParlaMint-UA_2020-09-30-m0.u1.p1.sent9	Прошу реєструватись.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p2.sent1	В залі зареєстровано 215 народних депутатів України.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p2.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p3.sent1	Шановні колеги, відповідно до статті 25 Регламенту у середу ми маємо до 30 хвилин виступів від народних депутатів України з внесенням пропозицій, заяв та повідомлень.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p3.sent2	Будь ласка, запишіться на виступи від народних депутатів.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u1.p4.sent1	Рахманін Сергій Іванович.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u2.p1.sent1	Прошу передати слово Ользі Стефанишиній.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u3.p1.sent1	Стефанишина Ольга Анатоліївна.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent1	Шановні колеги, уявіть собі маму тяжкохворої дитини, яка виходить на акцію протесту, бо держава не закупила ліки для її дитини.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent2	Ці ліки коштують 30 тисяч гривень на місяць і в цієї матері таких грошей немає, вони є в Міністерства охорони здоров’я.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent3	Майже 10 мільярдів гривень міністерство отримало цього року на закупівлю ліків для тяжкохворих.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent4	Але знаєте, що?	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent5	Закупівлі міністерство досі не провело.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent6	Жодної пігулки за кошти бюджету 20-го року не поставлено в регіони.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent7	Вже майже жовтень на дворі.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p1.sent8	За 24 державними програмами, а це більше половини, закупівлі навіть не розпочалися.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p2.sent1	Ще в травні пацієнтські організації били на сполох, бо розуміли, що почнеться така трагедія восени.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p2.sent2	І вона почалася.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p2.sent3	В регіонах уже почалися пацієнтські бунти.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p2.sent4	Так минулого тижня на Рівненщині батьки тяжкохворих діток, а це дітки, які борються з раком крові, з вірусними гепатитами, у яких така хвороба як ювенільний ревматоїдний артрит, не отримують уже ліки.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p2.sent5	Вони закінчилися, а нові не поставлені.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p3.sent1	Пан Степанов своєю злочинною бездіяльністю наражає цих дітей на смерті.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p3.sent2	Він дуже любить казати про попередників.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p3.sent3	Так от я вам скажу: раніше закупівлі через міжнародні організації починалися в лютому, а перші ліки постачалися вже в липні поточного року.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p3.sent4	Сьогодні ці закупівлі навіть не розпочалися.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p3.sent5	А це означає, що мінімум півроку ці діти будуть без ліків.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p4.sent1	Фракція "Голос" звертається до тих людей, які безпосередньо несуть відповідальність за ці трагедії: це Президент Володимир Зеленський, це Прем’єр-міністр Денис Шмигаль.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p4.sent2	Ваші міністри не справляються зі своїми прямими обов’язками.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p5.sent1	І ми вимагаємо прямого втручання найвищого керівництва держави і врегулювання ситуації із закупівлею ліків, медичних виробів та вакцин.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p6.sent1	А пану Степанову я хочу побажати удачі на виборах в Одеській області і залишити вже Міністерство охорони здоров’я працювати ефективно і без нього.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u4.p7.sent1	Дякую за увагу.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u5.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u5.p2.sent1	Слово надається народній депутатці Климпуш-Цинцадзе Іванні Орестівні, фракція "Європейська солідарність".	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u5.p3.sent1	Будь ласка, Геращенко Ірина Володимирівна.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u6.p1.sent1	"Європейська солідарність" звертається до мудрого українського народу, який півтора роки тому проголосував начебто за кінець епохи бідності, кінець епохи кумівства, кінець "Роттердаму", але з’ясувалося, що обрав кінець епохи гідності.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u6.p1.sent2	Тому що "Роттердам" працює і виявилось, що він хороший.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u6.p1.sent3	Тому що зарплати і робочі місця зникають, а ціни зростають і тарифи, а останні заяви представника Зеленського в Тристоронній контактній групі Фокіна межують з державною зрадою.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u6.p2.sent1	Дійсно, для "політичних пенсіонерів" – Кравчука і Фокіна та й для самого Зеленського в Конча-Заспі війни немає, тому що доблесно їх мир захищає українська армія.	UKRAINIAN
ParlaMint-UA_2020-09-30-m0.u6.p2.sent2	А сьогодні Зеленський і його посіпаки в Тристоронній контактній групі зраджують кожного українського воїна і українського дипломата своїми заявами.	UKRAINIAN
