id	text	language
ParlaMint-UA_2020-01-16-m1.u1.p1.sent1	Шановні колеги, перед тим як розпочати наше засідання, давайте привітаємо учнів 12 школи міста Фастів.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u1.p1.sent2	Привіт!	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p1.sent1	Добрий вечір, шановні колеги.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p1.sent2	Будь ласка, підготуйтесь до реєстрації, займіть свої місця, вставте картки в слоти.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p2.sent1	Шановні колеги, готові реєструватись?	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p2.sent2	Готові?	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p2.sent3	Прошу реєструватись.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p3.sent1	В залі зареєстровано 285 народних депутатів України.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p3.sent2	Повертаємось до розгляду питання.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u2.p4.sent1	Правка 1722, Гончаренко.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u3.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u3.p2.sent1	Ця правка, 1722, носить технічний характер, можемо ї пропустити.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u4.p1.sent1	1724.	UNKNOWN
ParlaMint-UA_2020-01-16-m1.u5.p1.sent1	Дякую.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent1	Олексій Гончаренко, "Європейська солідарність", Одещина.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent2	Важлива правка.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent3	Мова йде про оподаткування інвестиційного прибутку.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent4	І я пропоную виключити підпункт 170.2.2, який нам каже, що у разі.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent5	Ну, тут великий пункт.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent6	У разі продажу або придбання платником податків інвестиційних активів.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent7	і так далі, і так далі, і далі по тексту.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent8	Дана зміна носить дискримінаційний характер по відношенню до платників податків.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p2.sent9	Я пропоную залишити ту редакцію, яка є в чинному законодавстві.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p3.sent1	Також, мені здається, вже зрозуміло.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p3.sent2	І я, до речі, хочу подякувати всім, мені дуже багато відгуків про початок цього обговорення.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p3.sent3	Люди зрозуміли, наскільки небезпечний закон зараз рухає монобільшість.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p4.sent1	Є велике сподівання, що, може, знайдуться здорові голови, які не пусті голови, не з туманом, які не будуть за це голосувати і ми не приймемо цей закон в цілому.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u5.p4.sent2	Дякую всім громадянам України, які висловили підтримку тим пропозиціям і правкам, які я подавав.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u6.p1.sent1	Позиція комітету.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u7.p1.sent1	Шановні колеги, в цій правці йдеться про те, аби погіршити стан платника порівняно з тим, який є.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u7.p1.sent2	Про що йдеться.	UKRAINIAN
ParlaMint-UA_2020-01-16-m1.u7.p1.sent3	Йдеться про те, що сьогодні, якщо особа придбає цінні папери, які потім комісією визнаються недійсними чи набувають певного статусу, який не дозволяє їх враховувати в своїй діяльності, не визначений термін, коли це рішення повинно бути прийняте.	UKRAINIAN
