id	text	language
ParlaMint-UA_2020-03-05-m2.u1.p1.sent1	Шановні колеги, будь ласка, підготуйтесь до реєстрації.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p2.sent1	Ще раз добрий вечір, шановні представники засобів масової інформації.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p3.sent1	Шановні колеги, будь ласка, підготуйтесь до реєстрації.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p3.sent2	Неможливо зареєструватися червоними.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p3.sent3	Ви ж приймали цей закон!	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p3.sent4	Олександр Рафкатович, ви ж знаєте, лише зелена!	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p4.sent1	Я не чую, Ірина Володимирівна.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p4.sent2	Ви проти?	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p4.sent3	Ви проти всього?	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p4.sent4	Це ваше кредо.	RUSSIAN
ParlaMint-UA_2020-03-05-m2.u1.p5.sent1	Готові реєструватися?	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p5.sent2	Прошу реєструватися, шановні колеги.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p5.sent3	Нагадую, реєстрація відбувається зеленою кнопкою "за".	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p6.sent1	В залі зареєстровано 311 народних депутатів України.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p6.sent2	Позачергове пленарне засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p7.sent1	Шановні колеги, у зв’язку з вимогою 152 народних депутатів України та відповідно до частини восьмої статті 19 Регламенту Верховної Ради України ми сьогодні проводимо позачергове пленарне засідання Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p7.sent2	На позачерговому засіданні народні депутати України наполягають розглянути питання про висловлення недовіри Генеральному прокурору Рябошапці Руслану Георгійовичу.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p8.sent1	Переходимо до розгляду питання.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p8.sent2	Відповідно до пункту 25 частини 1 статті 80 Конституції України до повноважень Верховної Ради України належить висловлення недовіри Генеральному прокуророві, що має наслідком його відставку з посади.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p9.sent1	Згідно зі статтею 213 Регламенту Верховної Ради України питання про висловлення недовіри Генеральному прокуророві включається до порядку денного сесії Верховної Ради за пропозицією не менше як третини народних депутатів від конституційного складу Верховної Ради, підтриманою їхніми підписами, і за яку проголосувало більше половини народних депутатів від конституційного складу Верховної Ради України.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p10.sent1	Пропозиція про висловлення недовіри Генеральному прокурору Рябошапці Руслану Георгійович внесена від 158 народних депутатів України.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p11.sent1	Відповідно до статті 85 Конституції України, статті 213 Регламенту Верховної Ради України ставлю на голосування пропозицію про включення до порядку денного третьої сесії Верховної Ради України дев’ятого скликання питання про висловлення недовіри Генеральному прокуророві Рябошапці Руслану Георгійовичу.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p11.sent2	Будь ласка, підготуйтесь до голосування.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p12.sent1	Готові голосувати?	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p12.sent2	Для того, щоб не запитувати: за що, то ви іноді послухайте.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p12.sent3	За включення до порядку денного третьої сесії Верховної Ради дев’ятого скликання цього питання.	UKRAINIAN
ParlaMint-UA_2020-03-05-m2.u1.p12.sent4	Ставлю на голосування.	UKRAINIAN
