id	text	language
ParlaMint-UA_2020-02-19-m0.u1.p1.sent1	Доброго ранку, шановні колеги, шановні журналісти, гості Верховної Ради України!	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p1.sent2	Будь ласка, підготуйтесь до реєстрації.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p2.sent1	Шановні колеги, поки у нас відбувається підготовка до реєстрації, я хотів би.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p2.sent2	Шановні колеги, я хотів би привітати народного депутата Прощука Едуарда Петровича з днем народження.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p2.sent3	Побажати успіхів, досягнень і здоров’я.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p2.sent4	Я думаю, що це, мабуть, найбільш головна річ, яка може бути у кожної людини.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p3.sent1	Готові реєструватись, шановні колеги?	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p3.sent2	Прошу реєструватись.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p4.sent1	В залі зареєстровано 283 народних депутати України.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p4.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p5.sent1	Шановні колеги, згідно статті 25 Регламенту Верховної Ради України у середу ми маємо 30 хвилин для виступів народних депутатів із внесенням пропозицій, заяв та повідомлень.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p5.sent2	Прошу народних депутатів записатись на виступи.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p6.sent1	Климпуш-Цинцадзе Іванна Орестівна.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u1.p7.sent1	Ніна Петрівна Южаніна.	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u2.p1.sent1	Доброго ранку, президія!	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u2.p1.sent2	Доброго ранку, колеги!	UKRAINIAN
ParlaMint-UA_2020-02-19-m0.u2.p1.sent3	Хочу звернути вашу увагу на те, що сьогодні чи не вперше, починаючи з 2010 року, велика кількість підприємців, представників мікробізнесу вийшли під Офіс Президента.	UKRAINIAN
