id	text	language
ParlaMint-UA_2020-03-30-m1.u1.p1.sent1	Шановні колеги, прошу підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p2.sent1	Відповідно до частини восьмої статті 19, частини чотирнадцятої статті 73 Регламенту Верховної Ради України депутатські фракції та групи ухвалили на Погоджувальній раді пропозицію про скликання сьогодні позачергового пленарного засідання Верховної Ради України, на якому розглянути одне питання – законопроект реєстраційний номер 3254 про внесення зміни до Закону України "Про Державний бюджет України на 2020 рік" щодо безперервного забезпечення харчування військовослужбовців.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p3.sent1	Готові реєструватися?	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p3.sent2	Прошу реєструватися.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p3.sent3	Нагадую, реєстрація відбувається шляхом натискання зеленої кнопки "за".	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p4.sent1	За – 326.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p4.sent2	Рішення.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p4.sent3	Позачергове пленарне засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p4.sent4	Вибачте.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p5.sent1	Шановні колеги, вам запропонований до розгляду проект Закону про внесення зміни до Закону України щодо Державного бюджету України на 2020 рік щодо забезпечення безперервного харчування військовослужбовців.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p5.sent2	Нам необхідно внести це питання в порядок денний сесії.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p5.sent3	Прошу підтримати та проголосувати.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p6.sent1	За-299	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p7.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p8.sent1	Шановні колеги, ставлю на голосування пропозицію про прийняття за основу проекту Закону про внесення змін до Закону України "Про Державний бюджет України на 2020 рік" щодо безперервного забезпечення харчування військовослужбовців (реєстраційний номер 3254).	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p9.sent1	Готові голосувати?	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p9.sent2	Прошу підтримати та проголосувати.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p10.sent1	За-300	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p11.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p12.sent1	Шановні колеги, ставлю на голосування пропозицію про прийняття в цілому з необхідними техніко-юридичними правками проект Закону про внесення змін до Закону України "Про Державний бюджет України на 2020 рік" щодо безперервного забезпечення харчування військовослужбовців (реєстраційний номер 3254).	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p13.sent1	Готові голосувати?	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p13.sent2	Прошу підтримати та проголосувати.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p14.sent1	За-302	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p15.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p15.sent2	Закон прийнятий в цілому.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p16.sent1	Покажіть по фракціях.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p16.sent2	"Слуга народу" – 213, "Опозиційна платформа – За життя" – 0, "Європейська солідарність" – 25, "Батьківщина" – 13, "За майбутнє" – 6, "Голос" – 17, "Довіра" – 14, позафракційні – 14.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p16.sent3	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u1.p17.sent1	Руслан Олексійович.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p1.sent1	Шановні народні депутати, враховуючи необхідність термінового законодавчого забезпечення заходів по боротьбі з коронавірусом, пропоную доручити Голові Верховної Ради України невідкладно підписати прийняті Верховною Радою акти, які були прийняті на попередньому позачерговому і на цьому, і негайно направити їх Президентові України.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p2.sent1	Ставлю на голосування цю пропозицію.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p2.sent2	Дуже прошу підтримати, щоб ми не затримували підписання цих законів, які ми прийняли сьогодні.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p2.sent3	Прошу підтримати та проголосувати.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p3.sent1	За-328	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p4.sent1	Рішення прийнято.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u2.p4.sent2	Дякую.	UKRAINIAN
ParlaMint-UA_2020-03-30-m1.u3.p1.sent1	Шановні колеги, позачергове засідання Верховної Ради України оголошую закритим.	UKRAINIAN
