id	text
ParlaMint-UA_2017-10-05-m1.u1.p1.sent1	Шановні колеги, просимо повертатися всіх до сесійної зали.
ParlaMint-UA_2017-10-05-m1.u1.p1.sent2	За кілька хвилин розпочнеться вечірнє засідання парламенту.
ParlaMint-UA_2017-10-05-m1.u1.p1.sent3	Просимо повертатися до сесійної зали, маємо ще достатньо важливих законопроектів у порядку денному.
ParlaMint-UA_2017-10-05-m1.u1.p1.sent4	Окрім тих, які дискутуються, це і питання підтримки кінематографа, інше питання, що стосується зовнішньої політики України і реінтеграції окупованих Російською Федерацією територій.
ParlaMint-UA_2017-10-05-m1.u1.p1.sent5	Просимо повертатися до сесійної зали, займати робочі місця і будемо працювати.
ParlaMint-UA_2017-10-05-m1.u1.p2.sent1	Я прошу секретаріат так само дати оголошення з проханням, щоб народні депутати України поверталися до сесійної зали, займали робочі місця.
ParlaMint-UA_2017-10-05-m1.u2.p1.sent1	Колеги, будь ласка, готуємося до реєстрації.
ParlaMint-UA_2017-10-05-m1.u2.p1.sent2	Я прошу зайняти робочі місця і приготуватися до реєстрації.
ParlaMint-UA_2017-10-05-m1.u2.p1.sent3	Готові?
ParlaMint-UA_2017-10-05-m1.u2.p1.sent4	Заходять ще.
ParlaMint-UA_2017-10-05-m1.u2.p2.sent1	Отже, я прошу провести реєстрацію народними депутатами України.
ParlaMint-UA_2017-10-05-m1.u2.p2.sent2	Будь ласка.
ParlaMint-UA_2017-10-05-m1.u2.p3.sent1	Зареєстровано 366 народних депутатів.
ParlaMint-UA_2017-10-05-m1.u2.p3.sent2	І вечірнє пленарне засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2017-10-05-m1.u2.p4.sent1	Хочу вам нагадати, що ми сьогодні до обіду включили в порядок денний сесії два законопроекти, і після обіду ми можемо переходити до їхнього розгляду.
ParlaMint-UA_2017-10-05-m1.u2.p4.sent2	Перший з них це є проект Закону 7163, 7163-1 і 7163-2.
ParlaMint-UA_2017-10-05-m1.u2.p4.sent3	Це проект Закону про особливості державної політики із забезпечення державного суверенітету України над тимчасово окупованими територіями в Донецькій та Луганській областях.
ParlaMint-UA_2017-10-05-m1.u2.p5.sent1	Шановні колеги, це три законопроекти, всі автори будуть мати змогу виступити, як і комітет, але я прошу вас всіх підтримати пропозицію розгляду за скороченою процедурою.
ParlaMint-UA_2017-10-05-m1.u2.p5.sent2	Я прошу усіх зайняти робочі місця і підтримати розгляд за скороченою процедурою.
ParlaMint-UA_2017-10-05-m1.u2.p5.sent3	Будь ласка, прошу зайняти робочі місця.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent1	Готові до голосування?
ParlaMint-UA_2017-10-05-m1.u2.p6.sent2	Будь ласка, я ставлю пропозицію розгляд 7163, а також 1 і 2 за скороченою процедурою.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent3	Прошу проголосувати, прошу підтримати.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent4	Прошу проголосувати.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent5	Прошу підтримати.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent6	Голосуємо, колеги.
ParlaMint-UA_2017-10-05-m1.u2.p6.sent7	Прошу підтримати.
ParlaMint-UA_2017-10-05-m1.u2.p7.sent1	За-119
ParlaMint-UA_2017-10-05-m1.u2.p8.sent1	Ще не зайшли в зал. Я поставлю ще раз.
