id	text
ParlaMint-UA_2017-09-19-m1.u1.p1.sent1	16:00.
ParlaMint-UA_2017-09-19-m1.u1.p1.sent2	Час, відведений для перерви, завершений.
ParlaMint-UA_2017-09-19-m1.u1.p1.sent3	Я прошу всіх заходити в зал і приготуватися до реєстрації.
ParlaMint-UA_2017-09-19-m1.u1.p1.sent4	Прошу голову комітету зайняти бойовий пост, і пропоную швидше починати, поки не підійшли автори правок.
ParlaMint-UA_2017-09-19-m1.u1.p1.sent5	Вони нікуди не йшли, да?
ParlaMint-UA_2017-09-19-m1.u1.p2.sent1	Прошу провести реєстрацію.
ParlaMint-UA_2017-09-19-m1.u1.p3.sent1	Зареєстровано 354 депутати.
ParlaMint-UA_2017-09-19-m1.u1.p3.sent2	Вечірнє засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2017-09-19-m1.u1.p4.sent1	І нагадую, що ми зупинилися на поправці 1111.
ParlaMint-UA_2017-09-19-m1.u1.p4.sent2	Автор - Сидорович, він наполягав на виступі.
ParlaMint-UA_2017-09-19-m1.u1.p5.sent1	Олена Сотник буде виступати.
ParlaMint-UA_2017-09-19-m1.u1.p5.sent2	Включіть мікрофон, будь ласка.
ParlaMint-UA_2017-09-19-m1.u2.p1.sent1	Олена Сотник, фракція "Самопоміч".
ParlaMint-UA_2017-09-19-m1.u2.p1.sent2	Ми пропонуємо даною поправкою додати статтю до Господарського процесуального кодексу щодо касаційного розгляду справи в порядку письмового провадження за наявними в справі матеріалами.
ParlaMint-UA_2017-09-19-m1.u2.p1.sent3	На превеликий жаль, коли розроблявся цей проект його авторами і втому числі під час розгляду до другого читання в комітеті, чомусь не було надано належної уваги до такої форми розгляду як в письмовому проваджені.
ParlaMint-UA_2017-09-19-m1.u2.p1.sent4	Хоча всім відомо, що і в перших інстанціях така форма існує.
ParlaMint-UA_2017-09-19-m1.u2.p1.sent5	Відповідно це набагато спрощує і робить більш ефективним судовий розгляд, скорочує строки судового розгляду, і якщо сторона не заперечує, і таким чином, призводить до того, що розгляди справ вони не йдуть роками, а в принципі можуть бути судом розглянуті достатньо швидко і оперативно без порушень жодних процесуальних моментів.
ParlaMint-UA_2017-09-19-m1.u2.p1.sent6	Дякую.
ParlaMint-UA_2017-09-19-m1.u3.p1.sent1	Ставлю на голосування поправку 1111.
ParlaMint-UA_2017-09-19-m1.u3.p2.sent1	Хто підтримує, я прошу проголосувати.
ParlaMint-UA_2017-09-19-m1.u3.p3.sent1	За-27
ParlaMint-UA_2017-09-19-m1.u3.p4.sent1	Рішення не прийняте.
ParlaMint-UA_2017-09-19-m1.u3.p5.sent1	1112.
ParlaMint-UA_2017-09-19-m1.u3.p5.sent2	Власенко.
ParlaMint-UA_2017-09-19-m1.u3.p5.sent3	Включіть мікрофон.
ParlaMint-UA_2017-09-19-m1.u4.p1.sent1	Дякую, Андрію Володимировичу.
ParlaMint-UA_2017-09-19-m1.u4.p2.sent1	Давайте декілька речей спростуємо, які звучали сьогодні в першій половині нашого пленарного засідання.
ParlaMint-UA_2017-09-19-m1.u4.p2.sent2	По-перше, хто спричинив ситуацію, яка є зараз?
ParlaMint-UA_2017-09-19-m1.u4.p2.sent3	Цю ситуацію спричинив такий собі громадянин Петро Порошенко, який всупереч закону вніс об’єднано всі кодексі в одному законопроекті, ще й додатково закон.
ParlaMint-UA_2017-09-19-m1.u4.p2.sent4	Навіщо він це зробив?
ParlaMint-UA_2017-09-19-m1.u4.p2.sent5	Він це зробив для того, щоб було одне голосування, а не чотири, чи п’ять тому що йому кожен раз треба докуповувати голоси і йому дешевше купити це один раз, ніж купувати це п’ять разів.
