id	text
ParlaMint-UA_2018-11-22-m0.u1.p1.sent1	Доброго ранку!
ParlaMint-UA_2018-11-22-m0.u1.p1.sent2	Прошу всіх заходити в зал, приготуватись до реєстрації.
ParlaMint-UA_2018-11-22-m0.u1.p2.sent1	Отже, колеги, готові до реєстрації?
ParlaMint-UA_2018-11-22-m0.u1.p2.sent2	Отже, прошу зареєструватись.
ParlaMint-UA_2018-11-22-m0.u1.p2.sent3	Прошу провести реєстрацію.
ParlaMint-UA_2018-11-22-m0.u1.p3.sent1	Зареєстровано 346 народних депутатів.
ParlaMint-UA_2018-11-22-m0.u1.p3.sent2	Ранкове пленарне засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2018-11-22-m0.u1.p4.sent1	Колеги, я, з вашого дозволу, хотів би розповісти логіку сьогоднішнього дня.
ParlaMint-UA_2018-11-22-m0.u1.p4.sent2	Якщо можна, хвилинку уваги, колеги.
ParlaMint-UA_2018-11-22-m0.u1.p4.sent3	Ми плануємо сьогодні бюджетний день, і буде правильно, якщо всі в залі будуть розуміти і ми виробимо спільну логіку.
ParlaMint-UA_2018-11-22-m0.u1.p5.sent1	Нагадую, першим питанням ми завершуємо розгляд проекту Закону про кримінальні правопорушення (7279-д).
ParlaMint-UA_2018-11-22-m0.u1.p5.sent2	Потім ми переходимо до законів 8414, 8338.
ParlaMint-UA_2018-11-22-m0.u1.p5.sent3	Також пропонується сьогодні серед бюджетних законів завершити питання по ЦВК, пригадуєте, виділення коштів на кібербезпеку, там нуль відхилених правок.
ParlaMint-UA_2018-11-22-m0.u1.p5.sent4	І потім пропонується перейти до Бюджетного кодексу.
ParlaMint-UA_2018-11-22-m0.u1.p6.sent1	Але для того, щоб ми змогли сьогодні розглянути бюджет, нам необхідно буде проголосувати за пропозицію, щоб ми продовжили вечірнє засідання до завершення розгляду бюджетних питань.
ParlaMint-UA_2018-11-22-m0.u1.p6.sent2	До завершення розгляду бюджетних питань.
ParlaMint-UA_2018-11-22-m0.u1.p7.sent1	Ключове у нас питання, яке залишається під знаком питання, – це Податковий кодекс.
