id	text
ParlaMint-UA_2018-06-08-m0.u1.p1.sent1	Доброго ранку!
ParlaMint-UA_2018-06-08-m0.u1.p1.sent2	Шановні колеги, прошу заходити в зал, приготуватись до реєстрації.
ParlaMint-UA_2018-06-08-m0.u1.p1.sent3	Прошу займати місця і приготуватись до реєстрації.
ParlaMint-UA_2018-06-08-m0.u1.p2.sent1	Отже, колеги, прошу провести реєстрацію.
ParlaMint-UA_2018-06-08-m0.u1.p2.sent2	Прошу зареєструватись.
ParlaMint-UA_2018-06-08-m0.u1.p3.sent1	Зареєстровано 344 народних депутати.
ParlaMint-UA_2018-06-08-m0.u1.p3.sent2	Ранкове пленарне засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2018-06-08-m0.u1.p4.sent1	Шановні колеги, вчора ми ухвалили історичне рішення, яке, безсумнівно, вплине позитивно на майбутнє нашої держави.
ParlaMint-UA_2018-06-08-m0.u1.p4.sent2	І я хотів би від усього парламенту подякувати членам Венеційської комісії і особливо її президенту ДжанніБуккікіо за допомогу в розробці та ухваленні Закону "Про Вищий антикорупційний суд".
ParlaMint-UA_2018-06-08-m0.u1.p4.sent3	Я постійно контактую з членами Венеційської комісії і фактично по всім законам судової реформи ми від них отримували дуже якісну експертну оцінку.
ParlaMint-UA_2018-06-08-m0.u1.p4.sent4	І вчора після того, як ми ухвалили закон відповідно до Рекомендацій Венеційської комісії, Президент у своєму виступі дуже високо оцінив нашу роботу, що дає відповідь на багато закидів, які були вчора тут у залі.
ParlaMint-UA_2018-06-08-m0.u1.p5.sent1	Також, колеги, я хочу повідомити, що наступного тижня, 14 червня, в Росії стартує Чемпіонат світу з футболу ФІФА 2018.
ParlaMint-UA_2018-06-08-m0.u1.p5.sent2	Чемпіонат мав би бути великим спортивним святом для усіх шанувальників футболу, але, на жаль, цього року він проходить в Росії, яка продовжує агресію і проти України, і проти Грузії, і проти Молдови.
ParlaMint-UA_2018-06-08-m0.u1.p5.sent3	І закликаю всі країни вільного світу та їх громадян бойкотувати Чемпіонат світу з футболу в Росії.
ParlaMint-UA_2018-06-08-m0.u1.p5.sent4	І застерігаю українських громадян та громадян цивілізованих країн від поїздок до Росії, адже є реальна небезпека бути захопленими в полон російських терористів.
ParlaMint-UA_2018-06-08-m0.u1.p6.sent1	Сьогодні ми розпочинаємо наш день згідно Регламенту з "години запитань до Уряду".
ParlaMint-UA_2018-06-08-m0.u1.p6.sent2	І хочу повідомити, що в залі присутній Прем’єр-міністр України та члени Кабінету Міністрів.
