id	text
ParlaMint-UA_2005-04-12-m0.u1.p1.sent1	Доброго ранку, шановні народні депутати, запрошені та гості Верховної Ради.
ParlaMint-UA_2005-04-12-m0.u1.p1.sent2	Прошу народних депутатів підготуватися до реєстрації.
ParlaMint-UA_2005-04-12-m0.u1.p1.sent3	Будь ласка, увімкніть систему "Рада".
ParlaMint-UA_2005-04-12-m0.u1.p2.sent1	У залі зареєстровано 350 народних депутатів.
ParlaMint-UA_2005-04-12-m0.u1.p2.sent2	Ранкове засідання Верховної Ради України оголошую відкритим.
ParlaMint-UA_2005-04-12-m0.u1.p3.sent1	Шановні колеги, сьогодні у нас день народження, 45-річчя нашого нового колеги з нового поповнення, нового старого колеги, бо він був уже депутатом попередніх скликань, Михайла Поживанова.
ParlaMint-UA_2005-04-12-m0.u1.p3.sent2	Давайте привітаємо нашого колегу із цією напівсерйозною датою в його житті.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent1	Так будемо проводити День уряду чи ні?
ParlaMint-UA_2005-04-12-m0.u1.p4.sent2	Шановні колеги, оце бачите, скільки ми ламаємо списів, коли визначаємо тематику, коли шукаємо, кожен із комітетів хоче ж не один день уряду, а по два і три провести.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent3	Коли шукаємо вікна для того, щоб провести.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent4	А все це виявляється, наша боротьба закінчується, не почавшись.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent5	Боремося ми лише за те, щоб включити до порядку денного питання, яке, на думку комітету, його пече.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent6	Після того, коли це питання включено до порядку денного, після того, коли ми з вами порушуємо всі прийняті нами канони, бо, наприклад, парламентські слухання треба проводити, як правило, один раз в місяць, ми їх проводимо зараз, мабуть, рівно стільки, скільки проводимо і засідань парламентських, сесійних.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent7	Після того інтерес до цього спадає.
ParlaMint-UA_2005-04-12-m0.u1.p4.sent8	Це - одне.
ParlaMint-UA_2005-04-12-m0.u1.p5.sent1	Друге.
ParlaMint-UA_2005-04-12-m0.u1.p5.sent2	Оскільки ми вже почали із цього, я ще раз і ще раз звертаюсь до комітетів, абсолютно до всіх комітетів.
