id	text	language
ParlaMint-UA_2017-05-26-m0.u1.p1.sent1	Шановні колеги, доброго ранку!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p1.sent2	Доброго ранку!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p1.sent3	Я прошу займати робочі місця, приготуватись до реєстрації.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p2.sent1	Будь ласка, готові зареєструватись?	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p2.sent2	Будь ласка, займайте робочі місця.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p2.sent3	Прошу провести реєстрацію.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p2.sent4	Прошу зареєструватись.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p3.sent1	Зареєстровано 316 народних депутатів.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p3.sent2	Ранкове пленарне засідання Верховної Ради України оголошую відкритим.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p4.sent1	Шановні колеги, 26 травня – День незалежності Грузії.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p4.sent2	Цього дня у 1918 році Уряд Грузії проголосив незалежність країни.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p4.sent3	Від імені українського парламенту вітаю братній народ!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p4.sent4	Свого часу вони стали на захист своєї держави проти російського агресора.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent1	А коли була агресія проти нас, вони стали плече до плече разом з нами у боротьбі проти російського агресора.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent2	Україна цього ніколи не забуде.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent3	Ваше свято – це наше свято.	RUSSIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent4	Переможемо ворога разом. Слава Грузії!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent5	Слава Україні!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p5.sent6	Вітаємо!	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p6.sent1	До речі, у нас сьогодні розпочинається візит в Грузію на Парламентську Асамблею НАТО.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p6.sent2	І я теж відбуду у понеділок візит до братньої Грузії.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent1	Колеги, я хочу теж повідомити, що вчора ми зняли всі перепони для підписання дуже важливих законів.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent2	Незважаючи на істерику тих, кому Україна кісткою в горлі, і на спроби заблокувати Закон про українську мову на українському телебаченні, цей парламент продемонстрував, що ми – український парламент.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent3	І сьогодні я підписую закон, який передбачає обов’язкову частку української мови на загальнонаціональних телебаченнях 75 відсотків.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent4	Бо цей закон – черговий крок щодо оборони нашого національного простору і нашої мови.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent5	Зараз в умовах війни це питання національної безпеки.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent6	Як я вчора і обіцяв, я невідкладно підписую закон.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p7.sent7	Закон підписано.	UKRAINIAN
ParlaMint-UA_2017-05-26-m0.u1.p8.sent1	Також зараз підписую Закон про заборону так званої георгіївської стрічки – символі ненависті і ворожнечі.	UKRAINIAN
