id	text	language
ParlaMint-UA_2006-10-18-m0.u1.p1.sent1	Доброго ранку шановні народні депутати, журналісти, гості Верховної Ради, телеглядачі і радіослухачі.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p1.sent2	18 число сьогодні, середа проводиться ранкове засідання Верховної Ради.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p2.sent1	Я прошу депутатів підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p2.sent2	Увімкніть, ввімкніть систему „Рада”.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p3.sent1	436 депутатів фіксують свою присутність у сесійному залі.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p3.sent2	Ранкове засідання оголошується відкритим.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p3.sent3	Сьогодні, як ви знаєте, засідання проводиться до 14 години, дальше працюють депутати в комітетах і фракціях.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p3.sent4	І сьогодні особливо є цікаві, складні питання щодо напрямків боротьби з корупцією, тощо.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p3.sent5	Я просив би дуже уважно підійти до розгляду цих питань і всіх налаштуватися на конструктивну роботу.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p4.sent1	Тим часом, сьогодні день народження народного депутата Корнійчука Євгена Володимировича.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p4.sent2	Давайте привітаємо його.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p5.sent1	Побажаємо успіхів у всіх сферах його діяльності, в тому числі в законодавчій сфері.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p6.sent1	Відповідно до 25 статті Регламенту сьогодні маємо 30 хвилин для виступів народних депутатів з внесенням пропозицій, оголошенням заяв і повідомлень.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p6.sent2	Тому я просив би записатися бажаючих на здійснення цієї процедури.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p7.sent1	Таран, будь ласка.	UKRAINIAN
ParlaMint-UA_2006-10-18-m0.u1.p7.sent2	Ні, він є.	UKRAINIAN
