id	text	language
ParlaMint-UA_2006-09-13-m0.u1.p1.sent1	Доброго ранку, шановні депутати, гості Верховної Ради, журналісти, радіослухачі, телеглядачі!	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent1	Сьогодні 13 вересня, середа.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent2	Розпочинаємо ранкове засідання.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent3	Прошу депутатів підготуватися до реєстрації.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent4	Сідайте на місця, ставте картки.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent5	Проводиться поіменна реєстрація.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p2.sent6	Увімкніть, будь ласка, систему „Рада”.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p3.sent1	В залі зареєстровано 409 народних депутатів, ранкове засідання оголошується відкритим.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p4.sent1	Сьогодні день народження народного депутата України Заплатинського Володимира Михайловича.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p4.sent2	Йому 55 років, давайте його привітаємо.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p4.sent3	Ну, решта питань з цією подією вирішимо після засідання пленарного.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p4.sent4	А тим часом, відповідно до статті 25 Регламенту ми маємо в середу 30 хвилин для виступів народних депутатів з внесенням пропозицій, оголошенням заяв, повідомлень.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p4.sent5	Так от я спочатку зроблю оголошення.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p5.sent1	Йдеться про те, що відповідно до статті 60 Регламенту Верховної Ради України, а також згідно з протоколом засідання депутатських фракцій Партії регіонів у Верховній Раді від 5 вересня нинішнього року інформую, що в зв’язку з призначенням на посаду в Кабінеті Міністрів від виконання обов’язків голови фракції Партії регіонів увільнено Януковича Віктора Федоровича.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p5.sent2	Головою фракції обрано народного депутата України Богатирьову Раїсу Василівну.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p6.sent1	Від виконання обов’язків заступників голови фракції Партії регіонів увільнено Азарова Миколу Яновича, Рибака Володимира Васильовича, Клюєва Андрія Петровича, Джарти Василя Георгійовича.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p6.sent2	Натомість додатково заступниками голови фракції обрано народних депутатів України Кисельова Василя Олексійовича, Чечетова Михайла Васильовича, Хару Василя Георгійовича, Мироненка Михайла Івановича, Слауту Віктора Андрійовича.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p7.sent1	На підставі особистих заяв народних депутатів України Вершиніної Інги Станіславівни, Крючкова Василя.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p7.sent2	Дмитра Васильовича, Луцького Максима Георгійовича, членів депутатської фракції Блоку Юлії Тимошенко інформую про їхнє входження до Антикризової коаліції депутатської фракції Партії регіонів, Соцпартії та Комуністичної партії України у Верховній Раді України.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p8.sent1	Будь ласка, запишіться для оголошення заяв, виступів.	UKRAINIAN
ParlaMint-UA_2006-09-13-m0.u1.p9.sent1	Слово має Кирильчук Євген.	UKRAINIAN
